municipio_id;ano_previsao;previsao_homicidios;margem_erro_k;previsao_min;previsao_max;correlacao_temporal_r;erro_padrao_se;fator_penalidade_fr;n_anos_dados
1;2019;0;3.065941943351074;0;3;0.6831300510639733;1.532970971675537;2.0;4
1;2020;1;3.065941943351074;0;4;0.6831300510639733;1.532970971675537;2.0;4
1;2021;2;3.065941943351074;0;5;0.6831300510639733;1.532970971675537;2.0;4
1;2022;3;3.065941943351074;0;6;0.6831300510639733;1.532970971675537;2.0;4
1;2023;4;3.065941943351074;1;7;0.6831300510639733;1.532970971675537;2.0;4
2;2019;0;0.7905694150420051;0;1;0.40824829046386296;0.316227766016802;2.5;4
2;2020;0;0.7905694150420051;0;1;0.40824829046386296;0.316227766016802;2.5;4
2;2021;1;0.7905694150420051;0;1;0.40824829046386296;0.316227766016802;2.5;4
2;2022;1;0.7905694150420051;0;2;0.40824829046386296;0.316227766016802;2.5;4
2;2023;2;0.7905694150420051;1;2;0.40824829046386296;0.316227766016802;2.5;4
3;2019;1;3.8324274291889893;0;5;-0.13245323570650439;1.5329709716755957;2.5;4
3;2020;1;3.8324274291889893;0;5;-0.13245323570650439;1.5329709716755957;2.5;4
3;2021;1;3.8324274291889893;0;5;-0.13245323570650439;1.5329709716755957;2.5;4
3;2022;1;3.8324274291889893;0;5;-0.13245323570650439;1.5329709716755957;2.5;4
3;2023;1;3.8324274291889893;0;5;-0.13245323570650439;1.5329709716755957;2.5;4
4;2019;103;53.041493191651305;50;156;-0.5336940043733082;26.520746595825653;2.0;4
4;2020;84;53.041493191651305;31;137;-0.5336940043733082;26.520746595825653;2.0;4
4;2021;65;53.041493191651305;12;118;-0.5336940043733082;26.520746595825653;2.0;4
4;2022;46;53.041493191651305;0;99;-0.5336940043733082;26.520746595825653;2.0;4
4;2023;28;53.041493191651305;0;81;-0.5336940043733082;26.520746595825653;2.0;4
5;2019;2;2.8284271247461903;0;5;0.5773502691896258;1.4142135623730951;2.0;4
5;2020;2;2.8284271247461903;0;5;0.5773502691896258;1.4142135623730951;2.0;4
5;2021;2;2.8284271247461903;0;5;0.5773502691896258;1.4142135623730951;2.0;4
5;2022;2;2.8284271247461903;0;5;0.5773502691896258;1.4142135623730951;2.0;4
5;2023;2;2.8284271247461903;0;5;0.5773502691896258;1.4142135623730951;2.0;4
6;2019;7;8.133265027035605;0;15;0.8700461291958503;5.422176684690403;1.5;4
6;2020;7;8.133265027035605;0;16;0.8700461291958503;5.422176684690403;1.5;4
6;2021;8;8.133265027035605;0;16;0.8700461291958503;5.422176684690403;1.5;4
6;2022;8;8.133265027035605;0;16;0.8700461291958503;5.422176684690403;1.5;4
6;2023;8;8.133265027035605;0;16;0.8700461291958503;5.422176684690403;1.5;4
7;2019;4;3.6228441865473204;0;8;-0.49656353316142077;1.4491376746189282;2.5;4
7;2020;3;3.6228441865473204;0;7;-0.49656353316142077;1.4491376746189282;2.5;4
