municipio_id;ano_previsao;previsao_homicidios;margem_erro_k;previsao_min;previsao_max;correlacao_temporal_r;erro_padrao_se;fator_penalidade_fr;n_anos_dados
289;2020;42;81.64965809277261;0;123;0.020786514757655382;32.65986323710904;2.5;3
289;2021;41;81.64965809277261;0;122;0.020786514757655382;32.65986323710904;2.5;3
289;2022;40;81.64965809277261;0;121;0.020786514757655382;32.65986323710904;2.5;3
290;2019;8;3.0618621784789726;4;11;0.4389477864571922;1.224744871391589;2.5;3
290;2020;12;3.0618621784789726;9;15;0.4389477864571922;1.224744871391589;2.5;3
290;2021;16;3.0618621784789726;13;20;0.4389477864571922;1.224744871391589;2.5;3
290;2022;21;3.0618621784789726;18;24;0.4389477864571922;1.224744871391589;2.5;3
291;2019;1;2.041241452319315;0;3;-0.914272999459509;2.041241452319315;1.0;3
291;2020;1;2.041241452319315;0;3;-0.914272999459509;2.041241452319315;1.0;3
291;2021;2;2.041241452319315;0;4;-0.914272999459509;2.041241452319315;1.0;3
291;2022;2;2.041241452319315;0;4;-0.914272999459509;2.041241452319315;1.0;3
292;2019;0;0.0;0;0;;0.0;2.5;3
292;2020;0;0.0;0;0;;0.0;2.5;3
292;2021;0;0.0;0;0;;0.0;2.5;3
292;2022;0;0.0;0;0;;0.0;2.5;3
293;2019;1;0.6123724356957945;0;1;-0.7559289460184546;0.408248290463863;1.5;3
293;2020;1;0.6123724356957945;1;2;-0.7559289460184546;0.408248290463863;1.5;3
293;2021;2;0.6123724356957945;1;2;-0.7559289460184546;0.408248290463863;1.5;3
293;2022;2;0.6123724356957945;2;3;-0.7559289460184546;0.408248290463863;1.5;3
294;2019;0;0.0;0;0;;0.0;2.5;3
294;2020;0;0.0;0;0;;0.0;2.5;3
294;2021;0;0.0;0;0;;0.0;2.5;3
294;2022;0;0.0;0;0;;0.0;2.5;3
295;2019;5;3.674234614174767;1;9;-0.7406128966515283;2.449489742783178;1.5;3
295;2020;4;3.674234614174767;0;8;-0.7406128966515283;2.449489742783178;1.5;3
295;2021;3;3.674234614174767;0;7;-0.7406128966515283;2.449489742783178;1.5;3
295;2022;2;3.674234614174767;0;6;-0.7406128966515283;2.449489742783178;1.5;3
296;2019;1;2.449489742783178;0;4;-0.8660254037844385;1.632993161855452;1.5;3
296;2020;1;2.449489742783178;0;4;-0.8660254037844385;1.632993161855452;1.5;3
296;2021;1;2.449489742783178;0;4;-0.8660254037844385;1.632993161855452;1.5;3
296;2022;1;2.449489742783178;0;4;-0.8660254037844385;1.632993161855452;1.5;3
297;2019;1;0.0;1;1;;0.0;2.5;3
297;2020;1;0.0;1;1;;0.0;2.5;3
297;2021;1;0.0;1;1;;0.0;2.5;3
297;2022;1;0.0;1;1;;0.0;2.5;3
298;2019;11;26.536138880151093;0;38;0.25581395348837205;10.614455552060438;2.5;3
298;2020;10;26.536138880151093;0;37;0.25581395348837205;10.614455552060438;2.5;3
298;2021;9;26.536138880151093;0;36;0.25581395348837205;10.614455552060438;2.5;3
298;2022;8;26.536138880151093;0;35;0.25581395348837205;10.614455552060438;2.5;3
299;2019;2;2.449489742783178;0;5;-0.5;1.224744871391589;2.0;3
299;2020;3;2.449489742783178;1;5;-0.5;1.224744871391589;2.0;3
299;2021;4;2.449489742783178;1;6;-0.5;1.224744871391589;2.0;3
299;2022;4;2.449489742783178;2;6;-0.5;1.224744871391589;2.0;3
300;2019;40;57.15476066494083;0;97;-0.3355798250206645;22.86190426597633;2.5;3
300;2020;21;57.15476066494083;0;78;-0.3355798250206645;22.86190426597633;2.5;3
