municipio;mes_nome;mortes_no_mes_municipio;ano;mes
ACEGUA;janeiro;1;2019;1.0
AGUDO;janeiro;7;2019;1.0
AJURICABA;janeiro;5;2019;1.0
ALECRIM;janeiro;2;2019;1.0
ALEGRETE;janeiro;57;2019;1.0
ALEGRIA;janeiro;0;2019;1.0
ALMIRANTE TAMANDARE DO SUL;janeiro;0;2019;1.0
ALPESTRE;janeiro;8;2019;1.0
ALTO ALEGRE;janeiro;0;2019;1.0
ALTO FELIZ;janeiro;1;2019;1.0
ALVORADA;janeiro;77;2019;1.0
AMARAL FERRADOR;janeiro;2;2019;1.0
AMETISTA DO SUL;janeiro;2;2019;1.0
ANDRE DA ROCHA;janeiro;0;2019;1.0
ANTA GORDA;janeiro;2;2019;1.0
ANTONIO PRADO;janeiro;6;2019;1.0
ARAMBARE;janeiro;0;2019;1.0
ARARICA;janeiro;3;2019;1.0
ARATIBA;janeiro;9;2019;1.0
ARROIO DO MEIO;janeiro;9;2019;1.0
ARROIO DO SAL;janeiro;6;2019;1.0
ARROIO DO PADRE;janeiro;0;2019;1.0
ARROIO DOS RATOS;janeiro;5;2019;1.0
ARROIO DO TIGRE;janeiro;8;2019;1.0
ARROIO GRANDE;janeiro;4;2019;1.0
ARVOREZINHA;janeiro;3;2019;1.0
AUGUSTO PESTANA;janeiro;2;2019;1.0
AUREA;janeiro;2;2019;1.0
BAGE;janeiro;93;2019;1.0
BALNEARIO PINHAL;janeiro;9;2019;1.0
BARAO;janeiro;2;2019;1.0
BARAO DE COTEGIPE;janeiro;1;2019;1.0
BARAO DO TRIUNFO;janeiro;1;2019;1.0
BARRACAO;janeiro;3;2019;1.0
BARRA DO GUARITA;janeiro;0;2019;1.0
BARRA DO QUARAI;janeiro;0;2019;1.0
BARRA DO RIBEIRO;janeiro;5;2019;1.0
BARRA DO RIO AZUL;janeiro;0;2019;1.0
BARRA FUNDA;janeiro;0;2019;1.0
BARROS CASSAL;janeiro;2;2019;1.0
BENJAMIN CONSTANT DO SUL;janeiro;1;2019;1.0
BENTO GONCALVES;janeiro;66;2019;1.0
BOA VISTA DAS MISSOES;janeiro;2;2019;1.0
BOA VISTA DO BURICA;janeiro;3;2019;1.0
BOA VISTA DO CADEADO;janeiro;0;2019;1.0
BOA VISTA DO INCRA;janeiro;0;2019;1.0
BOA VISTA DO SUL;janeiro;0;2019;1.0
BOM JESUS;janeiro;5;2019;1.0
BOM PRINCIPIO;janeiro;3;2019;1.0
BOM PROGRESSO;janeiro;0;2019;1.0
BOM RETIRO DO SUL;janeiro;7;2019;1.0
BOQUEIRAO DO LEAO;janeiro;2;2019;1.0
BOSSOROCA;janeiro;1;2019;1.0
BOZANO;janeiro;0;2019;1.0
BRAGA;janeiro;1;2019;1.0
BROCHIER;janeiro;3;2019;1.0
BUTIA;janeiro;11;2019;1.0
CACAPAVA DO SUL;janeiro;29;2019;1.0
CACEQUI;janeiro;6;2019;1.0
CACHOEIRA DO SUL;janeiro;71;2019;1.0
CACHOEIRINHA;janeiro;62;2019;1.0
CACIQUE DOBLE;janeiro;0;2019;1.0
CAIBATE;janeiro;6;2019;1.0
CAICARA;janeiro;2;2019;1.0
CAMAQUA;janeiro;52;2019;1.0
CAMARGO;janeiro;3;2019;1.0
CAMBARA DO SUL;janeiro;5;2019;1.0
CAMPESTRE DA SERRA;janeiro;0;2019;1.0
CAMPINA DAS MISSOES;janeiro;5;2019;1.0
CAMPINAS DO SUL;janeiro;5;2019;1.0
CAMPO BOM;janeiro;27;2019;1.0
CAMPO NOVO;janeiro;1;2019;1.0
CAMPOS BORGES;janeiro;0;2019;1.0
CANDELARIA;janeiro;18;2019;1.0
CANDIDO GODOI;janeiro;7;2019;1.0
CANDIOTA;janeiro;0;2019;1.0
CANELA;janeiro;17;2019;1.0
CANGUCU;janeiro;35;2019;1.0
CANOAS;janeiro;207;2019;1.0
CANUDOS DO VALE;janeiro;0;2019;1.0
CAPAO BONITO DO SUL;janeiro;0;2019;1.0
CAPAO DA CANOA;janeiro;46;2019;1.0
CAPAO DO CIPO;janeiro;0;2019;1.0
CAPAO DO LEAO;janeiro;2;2019;1.0
CAPIVARI DO SUL;janeiro;1;2019;1.0
CAPELA DE SANTANA;janeiro;3;2019;1.0
CAPITAO;janeiro;0;2019;1.0
CARAZINHO;janeiro;42;2019;1.0
CARAA;janeiro;0;2019;1.0
CARLOS BARBOSA;janeiro;8;2019;1.0
CARLOS GOMES;janeiro;3;2019;1.0
CASCA;janeiro;5;2019;1.0
CASEIROS;janeiro;0;2019;1.0
CATUIPE;janeiro;3;2019;1.0
CAXIAS DO SUL;janeiro;265;2019;1.0
CENTENARIO;janeiro;0;2019;1.0
CERRITO;janeiro;3;2019;1.0
CERRO BRANCO;janeiro;0;2019;1.0
CERRO GRANDE;janeiro;0;2019;1.0
CERRO GRANDE DO SUL;janeiro;2;2019;1.0
CERRO LARGO;janeiro;7;2019;1.0
CHAPADA;janeiro;5;2019;1.0
CHARQUEADAS;janeiro;12;2019;1.0
CHARRUA;janeiro;0;2019;1.0
CHIAPETTA;janeiro;5;2019;1.0
CHUI;janeiro;2;2019;1.0
CHUVISCA;janeiro;0;2019;1.0
CIDREIRA;janeiro;15;2019;1.0
CIRIACO;janeiro;3;2019;1.0
COLINAS;janeiro;0;2019;1.0
COLORADO;janeiro;0;2019;1.0
CONDOR;janeiro;2;2019;1.0
CONSTANTINA;janeiro;10;2019;1.0
COQUEIRO BAIXO;janeiro;0;2019;1.0
COQUEIROS DO SUL;janeiro;0;2019;1.0
CORONEL BARROS;janeiro;1;2019;1.0
CORONEL BICACO;janeiro;6;2019;1.0
COTIPORA;janeiro;0;2019;1.0
COXILHA;janeiro;1;2019;1.0
CRISSIUMAL;janeiro;6;2019;1.0
CRISTAL;janeiro;1;2019;1.0
CRISTAL DO SUL;janeiro;0;2019;1.0
CRUZ ALTA;janeiro;63;2019;1.0
CRUZALTENSE;janeiro;0;2019;1.0
CRUZEIRO DO SUL;janeiro;6;2019;1.0
DAVID CANABARRO;janeiro;6;2019;1.0
DERRUBADAS;janeiro;0;2019;1.0
DEZESSEIS DE NOVEMBRO;janeiro;2;2019;1.0
DILERMANDO DE AGUIAR;janeiro;0;2019;1.0
DOIS IRMAOS;janeiro;12;2019;1.0
DOIS IRMAOS DAS MISSOES;janeiro;0;2019;1.0
DOIS LAJEADOS;janeiro;3;2019;1.0
DOM FELICIANO;janeiro;8;2019;1.0
DOM PEDRO DE ALCANTARA;janeiro;0;2019;1.0
DOM PEDRITO;janeiro;19;2019;1.0
DONA FRANCISCA;janeiro;1;2019;1.0
DOUTOR MAURICIO CARDOSO;janeiro;0;2019;1.0
DOUTOR RICARDO;janeiro;0;2019;1.0
ELDORADO DO SUL;janeiro;9;2019;1.0
ENCANTADO;janeiro;15;2019;1.0
ENCRUZILHADA DO SUL;janeiro;13;2019;1.0
ENGENHO VELHO;janeiro;0;2019;1.0
ENTRE-IJUIS;janeiro;1;2019;1.0
ENTRE RIOS DO SUL;janeiro;0;2019;1.0
EREBANGO;janeiro;0;2019;1.0
ERECHIM;janeiro;79;2019;1.0
ERNESTINA;janeiro;0;2019;1.0
HERVAL;janeiro;8;2019;1.0
ERVAL GRANDE;janeiro;4;2019;1.0
ERVAL SECO;janeiro;1;2019;1.0
ESMERALDA;janeiro;1;2019;1.0
ESPERANCA DO SUL;janeiro;0;2019;1.0
ESPUMOSO;janeiro;13;2019;1.0
ESTACAO;janeiro;0;2019;1.0
ESTANCIA VELHA;janeiro;15;2019;1.0
ESTEIO;janeiro;55;2019;1.0
ESTRELA;janeiro;21;2019;1.0
ESTRELA VELHA;janeiro;0;2019;1.0
EUGENIO DE CASTRO;janeiro;1;2019;1.0
FAGUNDES VARELA;janeiro;0;2019;1.0
FARROUPILHA;janeiro;23;2019;1.0
FAXINAL DO SOTURNO;janeiro;5;2019;1.0
FAXINALZINHO;janeiro;0;2019;1.0
FAZENDA VILANOVA;janeiro;2;2019;1.0
FELIZ;janeiro;9;2019;1.0
FLORES DA CUNHA;janeiro;7;2019;1.0
FLORIANO PEIXOTO;janeiro;0;2019;1.0
FONTOURA XAVIER;janeiro;1;2019;1.0
FORMIGUEIRO;janeiro;2;2019;1.0
FORQUETINHA;janeiro;0;2019;1.0
FORTALEZA DOS VALOS;janeiro;2;2019;1.0
FREDERICO WESTPHALEN;janeiro;15;2019;1.0
GARIBALDI;janeiro;16;2019;1.0
GARRUCHOS;janeiro;1;2019;1.0
GAURAMA;janeiro;1;2019;1.0
GENERAL CAMARA;janeiro;2;2019;1.0
GENTIL;janeiro;0;2019;1.0
GETULIO VARGAS;janeiro;9;2019;1.0
GIRUA;janeiro;8;2019;1.0
GLORINHA;janeiro;1;2019;1.0
GRAMADO;janeiro;15;2019;1.0
GRAMADO DOS LOUREIROS;janeiro;0;2019;1.0
GRAMADO XAVIER;janeiro;1;2019;1.0
GRAVATAI;janeiro;140;2019;1.0
GUABIJU;janeiro;1;2019;1.0
GUAIBA;janeiro;33;2019;1.0
GUAPORE;janeiro;15;2019;1.0
GUARANI DAS MISSOES;janeiro;7;2019;1.0
HARMONIA;janeiro;0;2019;1.0
HERVEIRAS;janeiro;1;2019;1.0
HORIZONTINA;janeiro;6;2019;1.0
HULHA NEGRA;janeiro;0;2019;1.0
HUMAITA;janeiro;1;2019;1.0
IBARAMA;janeiro;1;2019;1.0
IBIACA;janeiro;2;2019;1.0
IBIRAIARAS;janeiro;1;2019;1.0
IBIRUBA;janeiro;9;2019;1.0
IGREJINHA;janeiro;21;2019;1.0
IJUI;janeiro;83;2019;1.0
ILOPOLIS;janeiro;5;2019;1.0
IMBE;janeiro;8;2019;1.0
IMIGRANTE;janeiro;1;2019;1.0
INDEPENDENCIA;janeiro;1;2019;1.0
INHACORA;janeiro;0;2019;1.0
IPE;janeiro;2;2019;1.0
IPIRANGA DO SUL;janeiro;0;2019;1.0
IRAI;janeiro;9;2019;1.0
ITAARA;janeiro;0;2019;1.0
ITACURUBI;janeiro;0;2019;1.0
ITAPUCA;janeiro;0;2019;1.0
ITAQUI;janeiro;18;2019;1.0
ITATI;janeiro;0;2019;1.0
ITATIBA DO SUL;janeiro;1;2019;1.0
IVORA;janeiro;1;2019;1.0
IVOTI;janeiro;14;2019;1.0
JABOTICABA;janeiro;6;2019;1.0
JACUIZINHO;janeiro;0;2019;1.0
JACUTINGA;janeiro;2;2019;1.0
JAGUARAO;janeiro;11;2019;1.0
JAGUARI;janeiro;6;2019;1.0
JAQUIRANA;janeiro;4;2019;1.0
JARI;janeiro;1;2019;1.0
JOIA;janeiro;2;2019;1.0
JULIO DE CASTILHOS;janeiro;10;2019;1.0
LAGOA BONITA DO SUL;janeiro;2;2019;1.0
LAGOAO;janeiro;0;2019;1.0
LAGOA DOS TRES CANTOS;janeiro;0;2019;1.0
LAGOA VERMELHA;janeiro;14;2019;1.0
LAJEADO;janeiro;53;2019;1.0
LAJEADO DO BUGRE;janeiro;0;2019;1.0
LAVRAS DO SUL;janeiro;2;2019;1.0
LINDOLFO COLLOR;janeiro;0;2019;1.0
LINHA NOVA;janeiro;0;2019;1.0
MACHADINHO;janeiro;2;2019;1.0
MACAMBARA;janeiro;0;2019;1.0
MAMPITUBA;janeiro;0;2019;1.0
MANOEL VIANA;janeiro;4;2019;1.0
MAQUINE;janeiro;0;2019;1.0
MARATA;janeiro;1;2019;1.0
MARAU;janeiro;13;2019;1.0
MARCELINO RAMOS;janeiro;0;2019;1.0
MARIANA PIMENTEL;janeiro;3;2019;1.0
MARIANO MORO;janeiro;1;2019;1.0
MARQUES DE SOUZA;janeiro;8;2019;1.0
MATA;janeiro;2;2019;1.0
MATO CASTELHANO;janeiro;0;2019;1.0
MATO LEITAO;janeiro;1;2019;1.0
MATO QUEIMADO;janeiro;1;2019;1.0
MAXIMILIANO DE ALMEIDA;janeiro;0;2019;1.0
MINAS DO LEAO;janeiro;3;2019;1.0
MIRAGUAI;janeiro;1;2019;1.0
MONTAURI;janeiro;1;2019;1.0
MONTE ALEGRE DOS CAMPOS;janeiro;1;2019;1.0
MONTE BELO DO SUL;janeiro;0;2019;1.0
MONTENEGRO;janeiro;59;2019;1.0
MORMACO;janeiro;1;2019;1.0
MORRINHOS DO SUL;janeiro;0;2019;1.0
MORRO REDONDO;janeiro;3;2019;1.0
MORRO REUTER;janeiro;1;2019;1.0
MOSTARDAS;janeiro;4;2019;1.0
MUCUM;janeiro;6;2019;1.0
MUITOS CAPOES;janeiro;0;2019;1.0
MULITERNO;janeiro;0;2019;1.0
NAO-ME-TOQUE;janeiro;10;2019;1.0
NICOLAU VERGUEIRO;janeiro;2;2019;1.0
NONOAI;janeiro;9;2019;1.0
NOVA ALVORADA;janeiro;1;2019;1.0
NOVA ARACA;janeiro;1;2019;1.0
NOVA BASSANO;janeiro;2;2019;1.0
NOVA BOA VISTA;janeiro;0;2019;1.0
NOVA BRESCIA;janeiro;2;2019;1.0
NOVA CANDELARIA;janeiro;1;2019;1.0
NOVA ESPERANCA DO SUL;janeiro;0;2019;1.0
NOVA HARTZ;janeiro;3;2019;1.0
NOVA PADUA;janeiro;2;2019;1.0
NOVA PALMA;janeiro;1;2019;1.0
NOVA PETROPOLIS;janeiro;17;2019;1.0
NOVA PRATA;janeiro;13;2019;1.0
NOVA RAMADA;janeiro;0;2019;1.0
NOVA ROMA DO SUL;janeiro;1;2019;1.0
NOVA SANTA RITA;janeiro;5;2019;1.0
NOVO CABRAIS;janeiro;1;2019;1.0
NOVO HAMBURGO;janeiro;170;2019;1.0
NOVO MACHADO;janeiro;1;2019;1.0
NOVO TIRADENTES;janeiro;1;2019;1.0
NOVO XINGU;janeiro;0;2019;1.0
NOVO BARREIRO;janeiro;1;2019;1.0
OSORIO;janeiro;20;2019;1.0
PAIM FILHO;janeiro;3;2019;1.0
PALMARES DO SUL;janeiro;5;2019;1.0
PALMEIRA DAS MISSOES;janeiro;19;2019;1.0
PALMITINHO;janeiro;7;2019;1.0
PANAMBI;janeiro;16;2019;1.0
PANTANO GRANDE;janeiro;6;2019;1.0
PARAI;janeiro;2;2019;1.0
PARAISO DO SUL;janeiro;6;2019;1.0
PARECI NOVO;janeiro;2;2019;1.0
PAROBE;janeiro;17;2019;1.0
PASSA SETE;janeiro;1;2019;1.0
PASSO DO SOBRADO;janeiro;1;2019;1.0
PASSO FUNDO;janeiro;238;2019;1.0
PAULO BENTO;janeiro;1;2019;1.0
PAVERAMA;janeiro;1;2019;1.0
PEDRAS ALTAS;janeiro;0;2019;1.0
PEDRO OSORIO;janeiro;4;2019;1.0
PEJUCARA;janeiro;1;2019;1.0
PELOTAS;janeiro;309;2019;1.0
PICADA CAFE;janeiro;0;2019;1.0
PINHAL;janeiro;1;2019;1.0
PINHAL GRANDE;janeiro;1;2019;1.0
PINHEIRINHO DO VALE;janeiro;1;2019;1.0
PINHEIRO MACHADO;janeiro;7;2019;1.0
PINTO BANDEIRA;janeiro;0;2019;1.0
PIRAPO;janeiro;2;2019;1.0
PIRATINI;janeiro;17;2019;1.0
PLANALTO;janeiro;4;2019;1.0
POCO DAS ANTAS;janeiro;0;2019;1.0
PONTAO;janeiro;1;2019;1.0
PONTE PRETA;janeiro;0;2019;1.0
PORTAO;janeiro;19;2019;1.0
PORTO ALEGRE;janeiro;1441;2019;1.0
PORTO LUCENA;janeiro;3;2019;1.0
PORTO MAUA;janeiro;2;2019;1.0
PORTO VERA CRUZ;janeiro;0;2019;1.0
PORTO XAVIER;janeiro;5;2019;1.0
POUSO NOVO;janeiro;0;2019;1.0
PRESIDENTE LUCENA;janeiro;0;2019;1.0
PROGRESSO;janeiro;4;2019;1.0
PROTASIO ALVES;janeiro;1;2019;1.0
PUTINGA;janeiro;1;2019;1.0
QUARAI;janeiro;20;2019;1.0
QUATRO IRMAOS;janeiro;1;2019;1.0
QUEVEDOS;janeiro;0;2019;1.0
QUINZE DE NOVEMBRO;janeiro;3;2019;1.0
REDENTORA;janeiro;0;2019;1.0
RELVADO;janeiro;1;2019;1.0
RESTINGA SECA;janeiro;3;2019;1.0
RIO DOS INDIOS;janeiro;0;2019;1.0
RIO GRANDE;janeiro;160;2019;1.0
RIO PARDO;janeiro;31;2019;1.0
RIOZINHO;janeiro;3;2019;1.0
ROCA SALES;janeiro;6;2019;1.0
RODEIO BONITO;janeiro;6;2019;1.0
ROLADOR;janeiro;0;2019;1.0
ROLANTE;janeiro;10;2019;1.0
RONDA ALTA;janeiro;5;2019;1.0
RONDINHA;janeiro;1;2019;1.0
ROQUE GONZALES;janeiro;5;2019;1.0
ROSARIO DO SUL;janeiro;28;2019;1.0
SAGRADA FAMILIA;janeiro;0;2019;1.0
SALDANHA MARINHO;janeiro;4;2019;1.0
SALTO DO JACUI;janeiro;4;2019;1.0
SALVADOR DAS MISSOES;janeiro;1;2019;1.0
SALVADOR DO SUL;janeiro;4;2019;1.0
SANANDUVA;janeiro;6;2019;1.0
SANTA BARBARA DO SUL;janeiro;3;2019;1.0
SANTA CECILIA DO SUL;janeiro;0;2019;1.0
SANTA CLARA DO SUL;janeiro;3;2019;1.0
SANTA CRUZ DO SUL;janeiro;106;2019;1.0
SANTA MARIA;janeiro;208;2019;1.0
SANTA MARIA DO HERVAL;janeiro;1;2019;1.0
SANTA MARGARIDA DO SUL;janeiro;0;2019;1.0
SANTANA DA BOA VISTA;janeiro;4;2019;1.0
SANT'ANA DO LIVRAMENTO;janeiro;64;2019;1.0
SANTA ROSA;janeiro;62;2019;1.0
SANTA TEREZA;janeiro;0;2019;1.0
SANTA VITORIA DO PALMAR;janeiro;27;2019;1.0
SANTIAGO;janeiro;26;2019;1.0
SANTO ANGELO;janeiro;66;2019;1.0
SANTO ANTONIO DO PALMA;janeiro;1;2019;1.0
SANTO ANTONIO DA PATRULHA;janeiro;33;2019;1.0
SANTO ANTONIO DAS MISSOES;janeiro;0;2019;1.0
SANTO ANTONIO DO PLANALTO;janeiro;0;2019;1.0
SANTO AUGUSTO;janeiro;10;2019;1.0
SANTO CRISTO;janeiro;10;2019;1.0
SANTO EXPEDITO DO SUL;janeiro;0;2019;1.0
SAO BORJA;janeiro;40;2019;1.0
SAO DOMINGOS DO SUL;janeiro;0;2019;1.0
SAO FRANCISCO DE ASSIS;janeiro;8;2019;1.0
SAO FRANCISCO DE PAULA;janeiro;7;2019;1.0
SAO GABRIEL;janeiro;38;2019;1.0
SAO JERONIMO;janeiro;26;2019;1.0
SAO JOAO DA URTIGA;janeiro;0;2019;1.0
SAO JOAO DO POLESINE;janeiro;2;2019;1.0
SAO JORGE;janeiro;1;2019;1.0
SAO JOSE DAS MISSOES;janeiro;1;2019;1.0
SAO JOSE DO HERVAL;janeiro;2;2019;1.0
SAO JOSE DO HORTENCIO;janeiro;0;2019;1.0
SAO JOSE DO INHACORA;janeiro;0;2019;1.0
SAO JOSE DO NORTE;janeiro;13;2019;1.0
SAO JOSE DO OURO;janeiro;7;2019;1.0
SAO JOSE DO SUL;janeiro;2;2019;1.0
SAO JOSE DOS AUSENTES;janeiro;0;2019;1.0
SAO LEOPOLDO;janeiro;114;2019;1.0
SAO LOURENCO DO SUL;janeiro;27;2019;1.0
SAO LUIZ GONZAGA;janeiro;33;2019;1.0
SAO MARCOS;janeiro;9;2019;1.0
SAO MARTINHO;janeiro;3;2019;1.0
SAO MARTINHO DA SERRA;janeiro;1;2019;1.0
SAO MIGUEL DAS MISSOES;janeiro;3;2019;1.0
SAO NICOLAU;janeiro;1;2019;1.0
SAO PAULO DAS MISSOES;janeiro;3;2019;1.0
SAO PEDRO DA SERRA;janeiro;0;2019;1.0
SAO PEDRO DAS MISSOES;janeiro;0;2019;1.0
SAO PEDRO DO BUTIA;janeiro;0;2019;1.0
SAO PEDRO DO SUL;janeiro;10;2019;1.0
SAO SEBASTIAO DO CAI;janeiro;11;2019;1.0
SAO SEPE;janeiro;14;2019;1.0
SAO VALENTIM;janeiro;3;2019;1.0
SAO VALENTIM DO SUL;janeiro;0;2019;1.0
SAO VALERIO DO SUL;janeiro;0;2019;1.0
SAO VENDELINO;janeiro;1;2019;1.0
SAO VICENTE DO SUL;janeiro;2;2019;1.0
SAPIRANGA;janeiro;48;2019;1.0
SAPUCAIA DO SUL;janeiro;73;2019;1.0
SARANDI;janeiro;7;2019;1.0
SEBERI;janeiro;9;2019;1.0
SEDE NOVA;janeiro;2;2019;1.0
SEGREDO;janeiro;2;2019;1.0
SELBACH;janeiro;3;2019;1.0
SENADOR SALGADO FILHO;janeiro;0;2019;1.0
SENTINELA DO SUL;janeiro;1;2019;1.0
SERAFINA CORREA;janeiro;3;2019;1.0
SERIO;janeiro;3;2019;1.0
SERTAO;janeiro;1;2019;1.0
SERTAO SANTANA;janeiro;1;2019;1.0
SETE DE SETEMBRO;janeiro;2;2019;1.0
SEVERIANO DE ALMEIDA;janeiro;2;2019;1.0
SILVEIRA MARTINS;janeiro;0;2019;1.0
SINIMBU;janeiro;7;2019;1.0
SOBRADINHO;janeiro;16;2019;1.0
SOLEDADE;janeiro;27;2019;1.0
TABAI;janeiro;4;2019;1.0
TAPEJARA;janeiro;13;2019;1.0
TAPERA;janeiro;4;2019;1.0
TAPES;janeiro;5;2019;1.0
TAQUARA;janeiro;40;2019;1.0
TAQUARI;janeiro;21;2019;1.0
TAQUARUCU DO SUL;janeiro;1;2019;1.0
TAVARES;janeiro;3;2019;1.0
TENENTE PORTELA;janeiro;19;2019;1.0
TERRA DE AREIA;janeiro;2;2019;1.0
TEUTONIA;janeiro;30;2019;1.0
TIO HUGO;janeiro;0;2019;1.0
TIRADENTES DO SUL;janeiro;1;2019;1.0
TOROPI;janeiro;1;2019;1.0
TORRES;janeiro;34;2019;1.0
TRAMANDAI;janeiro;78;2019;1.0
TRAVESSEIRO;janeiro;0;2019;1.0
TRES ARROIOS;janeiro;2;2019;1.0
TRES CACHOEIRAS;janeiro;1;2019;1.0
TRES COROAS;janeiro;16;2019;1.0
TRES DE MAIO;janeiro;27;2019;1.0
TRES FORQUILHAS;janeiro;2;2019;1.0
TRES PALMEIRAS;janeiro;2;2019;1.0
TRES PASSOS;janeiro;29;2019;1.0
TRINDADE DO SUL;janeiro;7;2019;1.0
TRIUNFO;janeiro;28;2019;1.0
TUCUNDUVA;janeiro;8;2019;1.0
TUNAS;janeiro;0;2019;1.0
TUPANCI DO SUL;janeiro;1;2019;1.0
TUPANCIRETA;janeiro;4;2019;1.0
TUPANDI;janeiro;0;2019;1.0
TUPARENDI;janeiro;6;2019;1.0
TURUCU;janeiro;0;2019;1.0
UBIRETAMA;janeiro;1;2019;1.0
UNIAO DA SERRA;janeiro;0;2019;1.0
UNISTALDA;janeiro;0;2019;1.0
URUGUAIANA;janeiro;72;2019;1.0
VACARIA;janeiro;38;2019;1.0
VALE VERDE;janeiro;3;2019;1.0
VALE DO SOL;janeiro;7;2019;1.0
VALE REAL;janeiro;0;2019;1.0
VANINI;janeiro;0;2019;1.0
VENANCIO AIRES;janeiro;50;2019;1.0
VERA CRUZ;janeiro;20;2019;1.0
VERANOPOLIS;janeiro;20;2019;1.0
VESPASIANO CORREA;janeiro;0;2019;1.0
VIADUTOS;janeiro;2;2019;1.0
VIAMAO;janeiro;98;2019;1.0
VICENTE DUTRA;janeiro;7;2019;1.0
VICTOR GRAEFF;janeiro;1;2019;1.0
VILA FLORES;janeiro;0;2019;1.0
VILA LANGARO;janeiro;0;2019;1.0
VILA MARIA;janeiro;1;2019;1.0
VILA NOVA DO SUL;janeiro;1;2019;1.0
VISTA ALEGRE;janeiro;2;2019;1.0
VISTA ALEGRE DO PRATA;janeiro;0;2019;1.0
VISTA GAUCHA;janeiro;0;2019;1.0
VITORIA DAS MISSOES;janeiro;1;2019;1.0
WESTFALIA;janeiro;0;2019;1.0
XANGRI-LA;janeiro;6;2019;1.0
Total;janeiro;7192;2019;1.0
ACEGUA;fevereiro;0;2019;2.0
AGUDO;fevereiro;7;2019;2.0
AJURICABA;fevereiro;4;2019;2.0
ALECRIM;fevereiro;8;2019;2.0
ALEGRETE;fevereiro;55;2019;2.0
ALEGRIA;fevereiro;0;2019;2.0
ALMIRANTE TAMANDARE DO SUL;fevereiro;0;2019;2.0
ALPESTRE;fevereiro;5;2019;2.0
ALTO ALEGRE;fevereiro;0;2019;2.0
ALTO FELIZ;fevereiro;0;2019;2.0
ALVORADA;fevereiro;53;2019;2.0
AMARAL FERRADOR;fevereiro;2;2019;2.0
AMETISTA DO SUL;fevereiro;0;2019;2.0
ANDRE DA ROCHA;fevereiro;0;2019;2.0
ANTA GORDA;fevereiro;3;2019;2.0
ANTONIO PRADO;fevereiro;9;2019;2.0
ARAMBARE;fevereiro;0;2019;2.0
ARARICA;fevereiro;4;2019;2.0
ARATIBA;fevereiro;2;2019;2.0
ARROIO DO MEIO;fevereiro;8;2019;2.0
ARROIO DO SAL;fevereiro;1;2019;2.0
ARROIO DO PADRE;fevereiro;0;2019;2.0
ARROIO DOS RATOS;fevereiro;5;2019;2.0
ARROIO DO TIGRE;fevereiro;3;2019;2.0
ARROIO GRANDE;fevereiro;6;2019;2.0
ARVOREZINHA;fevereiro;4;2019;2.0
AUGUSTO PESTANA;fevereiro;1;2019;2.0
AUREA;fevereiro;2;2019;2.0
BAGE;fevereiro;64;2019;2.0
BALNEARIO PINHAL;fevereiro;3;2019;2.0
BARAO;fevereiro;3;2019;2.0
BARAO DE COTEGIPE;fevereiro;2;2019;2.0
BARAO DO TRIUNFO;fevereiro;0;2019;2.0
BARRACAO;fevereiro;0;2019;2.0
BARRA DO GUARITA;fevereiro;0;2019;2.0
BARRA DO QUARAI;fevereiro;2;2019;2.0
BARRA DO RIBEIRO;fevereiro;2;2019;2.0
BARRA DO RIO AZUL;fevereiro;0;2019;2.0
BARRA FUNDA;fevereiro;1;2019;2.0
BARROS CASSAL;fevereiro;2;2019;2.0
BENJAMIN CONSTANT DO SUL;fevereiro;1;2019;2.0
BENTO GONCALVES;fevereiro;58;2019;2.0
BOA VISTA DAS MISSOES;fevereiro;0;2019;2.0
BOA VISTA DO BURICA;fevereiro;2;2019;2.0
BOA VISTA DO CADEADO;fevereiro;0;2019;2.0
BOA VISTA DO INCRA;fevereiro;0;2019;2.0
BOA VISTA DO SUL;fevereiro;0;2019;2.0
BOM JESUS;fevereiro;0;2019;2.0
BOM PRINCIPIO;fevereiro;9;2019;2.0
BOM PROGRESSO;fevereiro;0;2019;2.0
BOM RETIRO DO SUL;fevereiro;5;2019;2.0
BOQUEIRAO DO LEAO;fevereiro;4;2019;2.0
BOSSOROCA;fevereiro;1;2019;2.0
BOZANO;fevereiro;0;2019;2.0
BRAGA;fevereiro;2;2019;2.0
BROCHIER;fevereiro;5;2019;2.0
BUTIA;fevereiro;5;2019;2.0
CACAPAVA DO SUL;fevereiro;16;2019;2.0
CACEQUI;fevereiro;5;2019;2.0
CACHOEIRA DO SUL;fevereiro;85;2019;2.0
CACHOEIRINHA;fevereiro;31;2019;2.0
CACIQUE DOBLE;fevereiro;0;2019;2.0
CAIBATE;fevereiro;2;2019;2.0
CAICARA;fevereiro;0;2019;2.0
CAMAQUA;fevereiro;33;2019;2.0
CAMARGO;fevereiro;0;2019;2.0
CAMBARA DO SUL;fevereiro;2;2019;2.0
CAMPESTRE DA SERRA;fevereiro;0;2019;2.0
CAMPINA DAS MISSOES;fevereiro;5;2019;2.0
CAMPINAS DO SUL;fevereiro;4;2019;2.0
CAMPO BOM;fevereiro;18;2019;2.0
CAMPO NOVO;fevereiro;3;2019;2.0
CAMPOS BORGES;fevereiro;1;2019;2.0
CANDELARIA;fevereiro;15;2019;2.0
CANDIDO GODOI;fevereiro;6;2019;2.0
CANDIOTA;fevereiro;2;2019;2.0
CANELA;fevereiro;15;2019;2.0
CANGUCU;fevereiro;37;2019;2.0
