municipio;mes_nome;mortes_no_mes_municipio;ano;mes
IPE;setembro;1;2019;9.0
IPIRANGA DO SUL;setembro;0;2019;9.0
IRAI;setembro;4;2019;9.0
ITAARA;setembro;0;2019;9.0
ITACURUBI;setembro;0;2019;9.0
ITAPUCA;setembro;1;2019;9.0
ITAQUI;setembro;28;2019;9.0
ITATI;setembro;0;2019;9.0
ITATIBA DO SUL;setembro;0;2019;9.0
IVORA;setembro;0;2019;9.0
IVOTI;setembro;19;2019;9.0
JABOTICABA;setembro;5;2019;9.0
JACUIZINHO;setembro;0;2019;9.0
JACUTINGA;setembro;6;2019;9.0
JAGUARAO;setembro;13;2019;9.0
JAGUARI;setembro;10;2019;9.0
JAQUIRANA;setembro;1;2019;9.0
JARI;setembro;1;2019;9.0
JOIA;setembro;1;2019;9.0
JULIO DE CASTILHOS;setembro;14;2019;9.0
LAGOA BONITA DO SUL;setembro;0;2019;9.0
LAGOAO;setembro;1;2019;9.0
LAGOA DOS TRES CANTOS;setembro;0;2019;9.0
LAGOA VERMELHA;setembro;12;2019;9.0
LAJEADO;setembro;68;2019;9.0
LAJEADO DO BUGRE;setembro;0;2019;9.0
LAVRAS DO SUL;setembro;3;2019;9.0
LINDOLFO COLLOR;setembro;0;2019;9.0
LINHA NOVA;setembro;1;2019;9.0
MACHADINHO;setembro;1;2019;9.0
MACAMBARA;setembro;2;2019;9.0
MAMPITUBA;setembro;2;2019;9.0
MANOEL VIANA;setembro;2;2019;9.0
MAQUINE;setembro;3;2019;9.0
MARATA;setembro;0;2019;9.0
MARAU;setembro;23;2019;9.0
MARCELINO RAMOS;setembro;1;2019;9.0
MARIANA PIMENTEL;setembro;2;2019;9.0
MARIANO MORO;setembro;1;2019;9.0
MARQUES DE SOUZA;setembro;5;2019;9.0
MATA;setembro;2;2019;9.0
MATO CASTELHANO;setembro;0;2019;9.0
MATO LEITAO;setembro;2;2019;9.0
MATO QUEIMADO;setembro;1;2019;9.0
MAXIMILIANO DE ALMEIDA;setembro;1;2019;9.0
MINAS DO LEAO;setembro;2;2019;9.0
MIRAGUAI;setembro;0;2019;9.0
MONTAURI;setembro;0;2019;9.0
MONTE ALEGRE DOS CAMPOS;setembro;1;2019;9.0
MONTE BELO DO SUL;setembro;2;2019;9.0
MONTENEGRO;setembro;55;2019;9.0
MORMACO;setembro;0;2019;9.0
MORRINHOS DO SUL;setembro;0;2019;9.0
MORRO REDONDO;setembro;3;2019;9.0
MORRO REUTER;setembro;0;2019;9.0
MOSTARDAS;setembro;5;2019;9.0
MUCUM;setembro;2;2019;9.0
MUITOS CAPOES;setembro;1;2019;9.0
MULITERNO;setembro;0;2019;9.0
NAO-ME-TOQUE;setembro;10;2019;9.0
NICOLAU VERGUEIRO;setembro;1;2019;9.0
NONOAI;setembro;13;2019;9.0
NOVA ALVORADA;setembro;3;2019;9.0
NOVA ARACA;setembro;1;2019;9.0
NOVA BASSANO;setembro;7;2019;9.0
NOVA BOA VISTA;setembro;0;2019;9.0
NOVA BRESCIA;setembro;2;2019;9.0
NOVA CANDELARIA;setembro;1;2019;9.0
NOVA ESPERANCA DO SUL;setembro;3;2019;9.0
NOVA HARTZ;setembro;0;2019;9.0
NOVA PADUA;setembro;0;2019;9.0
NOVA PALMA;setembro;1;2019;9.0
NOVA PETROPOLIS;setembro;15;2019;9.0
NOVA PRATA;setembro;22;2019;9.0
NOVA RAMADA;setembro;1;2019;9.0
NOVA ROMA DO SUL;setembro;2;2019;9.0
NOVA SANTA RITA;setembro;5;2019;9.0
NOVO CABRAIS;setembro;0;2019;9.0
NOVO HAMBURGO;setembro;160;2019;9.0
NOVO MACHADO;setembro;1;2019;9.0
NOVO TIRADENTES;setembro;0;2019;9.0
NOVO XINGU;setembro;0;2019;9.0
NOVO BARREIRO;setembro;0;2019;9.0
OSORIO;setembro;37;2019;9.0
PAIM FILHO;setembro;3;2019;9.0
PALMARES DO SUL;setembro;8;2019;9.0
PALMEIRA DAS MISSOES;setembro;14;2019;9.0
PALMITINHO;setembro;7;2019;9.0
PANAMBI;setembro;20;2019;9.0
PANTANO GRANDE;setembro;2;2019;9.0
PARAI;setembro;3;2019;9.0
PARAISO DO SUL;setembro;6;2019;9.0
PARECI NOVO;setembro;1;2019;9.0
PAROBE;setembro;23;2019;9.0
PASSA SETE;setembro;1;2019;9.0
PASSO DO SOBRADO;setembro;3;2019;9.0
PASSO FUNDO;setembro;222;2019;9.0
PAULO BENTO;setembro;0;2019;9.0
PAVERAMA;setembro;0;2019;9.0
PEDRAS ALTAS;setembro;1;2019;9.0
PEDRO OSORIO;setembro;11;2019;9.0
PEJUCARA;setembro;3;2019;9.0
PELOTAS;setembro;370;2019;9.0
PICADA CAFE;setembro;0;2019;9.0
PINHAL;setembro;0;2019;9.0
PINHAL GRANDE;setembro;5;2019;9.0
PINHEIRINHO DO VALE;setembro;0;2019;9.0
PINHEIRO MACHADO;setembro;10;2019;9.0
PINTO BANDEIRA;setembro;2;2019;9.0
PIRAPO;setembro;1;2019;9.0
PIRATINI;setembro;17;2019;9.0
PLANALTO;setembro;9;2019;9.0
POCO DAS ANTAS;setembro;1;2019;9.0
PONTAO;setembro;0;2019;9.0
PONTE PRETA;setembro;0;2019;9.0
PORTAO;setembro;20;2019;9.0
PORTO ALEGRE;setembro;1438;2019;9.0
PORTO LUCENA;setembro;2;2019;9.0
PORTO MAUA;setembro;0;2019;9.0
PORTO VERA CRUZ;setembro;0;2019;9.0
PORTO XAVIER;setembro;8;2019;9.0
POUSO NOVO;setembro;0;2019;9.0
PRESIDENTE LUCENA;setembro;0;2019;9.0
PROGRESSO;setembro;4;2019;9.0
PROTASIO ALVES;setembro;1;2019;9.0
PUTINGA;setembro;2;2019;9.0
QUARAI;setembro;15;2019;9.0
QUATRO IRMAOS;setembro;0;2019;9.0
QUEVEDOS;setembro;0;2019;9.0
QUINZE DE NOVEMBRO;setembro;4;2019;9.0
REDENTORA;setembro;0;2019;9.0
RELVADO;setembro;2;2019;9.0
RESTINGA SECA;setembro;8;2019;9.0
RIO DOS INDIOS;setembro;0;2019;9.0
RIO GRANDE;setembro;174;2019;9.0
RIO PARDO;setembro;29;2019;9.0
RIOZINHO;setembro;2;2019;9.0
ROCA SALES;setembro;3;2019;9.0
RODEIO BONITO;setembro;5;2019;9.0
ROLADOR;setembro;1;2019;9.0
ROLANTE;setembro;7;2019;9.0
RONDA ALTA;setembro;13;2019;9.0
RONDINHA;setembro;3;2019;9.0
ROQUE GONZALES;setembro;1;2019;9.0
ROSARIO DO SUL;setembro;45;2019;9.0
SAGRADA FAMILIA;setembro;2;2019;9.0
SALDANHA MARINHO;setembro;2;2019;9.0
SALTO DO JACUI;setembro;7;2019;9.0
SALVADOR DAS MISSOES;setembro;0;2019;9.0
SALVADOR DO SUL;setembro;5;2019;9.0
SANANDUVA;setembro;7;2019;9.0
SANTA BARBARA DO SUL;setembro;5;2019;9.0
SANTA CECILIA DO SUL;setembro;0;2019;9.0
SANTA CLARA DO SUL;setembro;3;2019;9.0
SANTA CRUZ DO SUL;setembro;93;2019;9.0
SANTA MARIA;setembro;242;2019;9.0
SANTA MARIA DO HERVAL;setembro;1;2019;9.0
SANTA MARGARIDA DO SUL;setembro;0;2019;9.0
SANTANA DA BOA VISTA;setembro;10;2019;9.0
SANT'ANA DO LIVRAMENTO;setembro;69;2019;9.0
SANTA ROSA;setembro;67;2019;9.0
SANTA TEREZA;setembro;0;2019;9.0
SANTA VITORIA DO PALMAR;setembro;30;2019;9.0
SANTIAGO;setembro;44;2019;9.0
SANTO ANGELO;setembro;79;2019;9.0
SANTO ANTONIO DO PALMA;setembro;1;2019;9.0
SANTO ANTONIO DA PATRULHA;setembro;24;2019;9.0
SANTO ANTONIO DAS MISSOES;setembro;5;2019;9.0
SANTO ANTONIO DO PLANALTO;setembro;0;2019;9.0
SANTO AUGUSTO;setembro;13;2019;9.0
SANTO CRISTO;setembro;6;2019;9.0
SANTO EXPEDITO DO SUL;setembro;1;2019;9.0
SAO BORJA;setembro;49;2019;9.0
SAO DOMINGOS DO SUL;setembro;0;2019;9.0
SAO FRANCISCO DE ASSIS;setembro;10;2019;9.0
SAO FRANCISCO DE PAULA;setembro;10;2019;9.0
SAO GABRIEL;setembro;42;2019;9.0
SAO JERONIMO;setembro;30;2019;9.0
SAO JOAO DA URTIGA;setembro;0;2019;9.0
SAO JOAO DO POLESINE;setembro;1;2019;9.0
SAO JORGE;setembro;0;2019;9.0
SAO JOSE DAS MISSOES;setembro;1;2019;9.0
SAO JOSE DO HERVAL;setembro;2;2019;9.0
SAO JOSE DO HORTENCIO;setembro;0;2019;9.0
SAO JOSE DO INHACORA;setembro;0;2019;9.0
SAO JOSE DO NORTE;setembro;19;2019;9.0
SAO JOSE DO OURO;setembro;8;2019;9.0
SAO JOSE DO SUL;setembro;0;2019;9.0
SAO JOSE DOS AUSENTES;setembro;0;2019;9.0
SAO LEOPOLDO;setembro;123;2019;9.0
SAO LOURENCO DO SUL;setembro;23;2019;9.0
SAO LUIZ GONZAGA;setembro;38;2019;9.0
SAO MARCOS;setembro;10;2019;9.0
SAO MARTINHO;setembro;4;2019;9.0
SAO MARTINHO DA SERRA;setembro;2;2019;9.0
SAO MIGUEL DAS MISSOES;setembro;2;2019;9.0
SAO NICOLAU;setembro;1;2019;9.0
SAO PAULO DAS MISSOES;setembro;6;2019;9.0
SAO PEDRO DA SERRA;setembro;1;2019;9.0
SAO PEDRO DAS MISSOES;setembro;0;2019;9.0
SAO PEDRO DO BUTIA;setembro;0;2019;9.0
SAO PEDRO DO SUL;setembro;16;2019;9.0
SAO SEBASTIAO DO CAI;setembro;18;2019;9.0
SAO SEPE;setembro;16;2019;9.0
SAO VALENTIM;setembro;1;2019;9.0
SAO VALENTIM DO SUL;setembro;0;2019;9.0
SAO VALERIO DO SUL;setembro;0;2019;9.0
SAO VENDELINO;setembro;0;2019;9.0
SAO VICENTE DO SUL;setembro;10;2019;9.0
SAPIRANGA;setembro;64;2019;9.0
SAPUCAIA DO SUL;setembro;73;2019;9.0
SARANDI;setembro;9;2019;9.0
SEBERI;setembro;10;2019;9.0
SEDE NOVA;setembro;1;2019;9.0
SEGREDO;setembro;5;2019;9.0
SELBACH;setembro;5;2019;9.0
SENADOR SALGADO FILHO;setembro;2;2019;9.0
SENTINELA DO SUL;setembro;2;2019;9.0
SERAFINA CORREA;setembro;6;2019;9.0
SERIO;setembro;1;2019;9.0
SERTAO;setembro;2;2019;9.0
SERTAO SANTANA;setembro;3;2019;9.0
SETE DE SETEMBRO;setembro;1;2019;9.0
SEVERIANO DE ALMEIDA;setembro;2;2019;9.0
SILVEIRA MARTINS;setembro;2;2019;9.0
SINIMBU;setembro;10;2019;9.0
SOBRADINHO;setembro;17;2019;9.0
SOLEDADE;setembro;29;2019;9.0
TABAI;setembro;0;2019;9.0
TAPEJARA;setembro;15;2019;9.0
TAPERA;setembro;8;2019;9.0
TAPES;setembro;5;2019;9.0
TAQUARA;setembro;51;2019;9.0
TAQUARI;setembro;15;2019;9.0
TAQUARUCU DO SUL;setembro;0;2019;9.0
TAVARES;setembro;4;2019;9.0
TENENTE PORTELA;setembro;22;2019;9.0
TERRA DE AREIA;setembro;1;2019;9.0
TEUTONIA;setembro;20;2019;9.0
TIO HUGO;setembro;1;2019;9.0
TIRADENTES DO SUL;setembro;1;2019;9.0
TOROPI;setembro;2;2019;9.0
TORRES;setembro;38;2019;9.0
TRAMANDAI;setembro;52;2019;9.0
TRAVESSEIRO;setembro;0;2019;9.0
TRES ARROIOS;setembro;2;2019;9.0
TRES CACHOEIRAS;setembro;0;2019;9.0
TRES COROAS;setembro;5;2019;9.0
TRES DE MAIO;setembro;24;2019;9.0
TRES FORQUILHAS;setembro;1;2019;9.0
TRES PALMEIRAS;setembro;3;2019;9.0
TRES PASSOS;setembro;30;2019;9.0
TRINDADE DO SUL;setembro;1;2019;9.0
TRIUNFO;setembro;17;2019;9.0
TUCUNDUVA;setembro;3;2019;9.0
TUNAS;setembro;0;2019;9.0
TUPANCI DO SUL;setembro;0;2019;9.0
TUPANCIRETA;setembro;10;2019;9.0
TUPANDI;setembro;1;2019;9.0
TUPARENDI;setembro;11;2019;9.0
TURUCU;setembro;1;2019;9.0
UBIRETAMA;setembro;0;2019;9.0
UNIAO DA SERRA;setembro;0;2019;9.0
UNISTALDA;setembro;0;2019;9.0
URUGUAIANA;setembro;86;2019;9.0
VACARIA;setembro;52;2019;9.0
VALE VERDE;setembro;2;2019;9.0
VALE DO SOL;setembro;11;2019;9.0
VALE REAL;setembro;1;2019;9.0
VANINI;setembro;1;2019;9.0
VENANCIO AIRES;setembro;37;2019;9.0
VERA CRUZ;setembro;13;2019;9.0
VERANOPOLIS;setembro;18;2019;9.0
VESPASIANO CORREA;setembro;1;2019;9.0
VIADUTOS;setembro;1;2019;9.0
VIAMAO;setembro;100;2019;9.0
VICENTE DUTRA;setembro;1;2019;9.0
VICTOR GRAEFF;setembro;0;2019;9.0
VILA FLORES;setembro;0;2019;9.0
VILA LANGARO;setembro;0;2019;9.0
VILA MARIA;setembro;1;2019;9.0
VILA NOVA DO SUL;setembro;1;2019;9.0
VISTA ALEGRE;setembro;1;2019;9.0
VISTA ALEGRE DO PRATA;setembro;0;2019;9.0
VISTA GAUCHA;setembro;0;2019;9.0
VITORIA DAS MISSOES;setembro;2;2019;9.0
WESTFALIA;setembro;0;2019;9.0
XANGRI-LA;setembro;3;2019;9.0
Total;setembro;7798;2019;9.0
ACEGUA;outubro;4;2019;10.0
AGUDO;outubro;15;2019;10.0
AJURICABA;outubro;3;2019;10.0
ALECRIM;outubro;8;2019;10.0
ALEGRETE;outubro;63;2019;10.0
ALEGRIA;outubro;3;2019;10.0
ALMIRANTE TAMANDARE DO SUL;outubro;0;2019;10.0
ALPESTRE;outubro;9;2019;10.0
ALTO ALEGRE;outubro;0;2019;10.0
ALTO FELIZ;outubro;1;2019;10.0
ALVORADA;outubro;64;2019;10.0
AMARAL FERRADOR;outubro;2;2019;10.0
AMETISTA DO SUL;outubro;2;2019;10.0
ANDRE DA ROCHA;outubro;0;2019;10.0
ANTA GORDA;outubro;6;2019;10.0
ANTONIO PRADO;outubro;7;2019;10.0
ARAMBARE;outubro;0;2019;10.0
ARARICA;outubro;1;2019;10.0
ARATIBA;outubro;2;2019;10.0
ARROIO DO MEIO;outubro;13;2019;10.0
ARROIO DO SAL;outubro;1;2019;10.0
ARROIO DO PADRE;outubro;1;2019;10.0
ARROIO DOS RATOS;outubro;5;2019;10.0
ARROIO DO TIGRE;outubro;12;2019;10.0
ARROIO GRANDE;outubro;5;2019;10.0
ARVOREZINHA;outubro;4;2019;10.0
AUGUSTO PESTANA;outubro;2;2019;10.0
AUREA;outubro;2;2019;10.0
BAGE;outubro;113;2019;10.0
BALNEARIO PINHAL;outubro;8;2019;10.0
BARAO;outubro;4;2019;10.0
BARAO DE COTEGIPE;outubro;2;2019;10.0
BARAO DO TRIUNFO;outubro;1;2019;10.0
BARRACAO;outubro;1;2019;10.0
BARRA DO GUARITA;outubro;1;2019;10.0
BARRA DO QUARAI;outubro;0;2019;10.0
BARRA DO RIBEIRO;outubro;4;2019;10.0
BARRA DO RIO AZUL;outubro;0;2019;10.0
BARRA FUNDA;outubro;1;2019;10.0
BARROS CASSAL;outubro;5;2019;10.0
BENJAMIN CONSTANT DO SUL;outubro;1;2019;10.0
BENTO GONCALVES;outubro;85;2019;10.0
BOA VISTA DAS MISSOES;outubro;0;2019;10.0
BOA VISTA DO BURICA;outubro;6;2019;10.0
BOA VISTA DO CADEADO;outubro;0;2019;10.0
BOA VISTA DO INCRA;outubro;0;2019;10.0
BOA VISTA DO SUL;outubro;0;2019;10.0
BOM JESUS;outubro;1;2019;10.0
BOM PRINCIPIO;outubro;9;2019;10.0
BOM PROGRESSO;outubro;1;2019;10.0
BOM RETIRO DO SUL;outubro;8;2019;10.0
BOQUEIRAO DO LEAO;outubro;5;2019;10.0
BOSSOROCA;outubro;3;2019;10.0
BOZANO;outubro;1;2019;10.0
BRAGA;outubro;0;2019;10.0
BROCHIER;outubro;3;2019;10.0
BUTIA;outubro;4;2019;10.0
CACAPAVA DO SUL;outubro;29;2019;10.0
CACEQUI;outubro;5;2019;10.0
CACHOEIRA DO SUL;outubro;78;2019;10.0
CACHOEIRINHA;outubro;47;2019;10.0
CACIQUE DOBLE;outubro;1;2019;10.0
CAIBATE;outubro;1;2019;10.0
CAICARA;outubro;1;2019;10.0
CAMAQUA;outubro;40;2019;10.0
CAMARGO;outubro;0;2019;10.0
CAMBARA DO SUL;outubro;3;2019;10.0
CAMPESTRE DA SERRA;outubro;0;2019;10.0
CAMPINA DAS MISSOES;outubro;3;2019;10.0
CAMPINAS DO SUL;outubro;1;2019;10.0
CAMPO BOM;outubro;21;2019;10.0
CAMPO NOVO;outubro;2;2019;10.0
CAMPOS BORGES;outubro;2;2019;10.0
CANDELARIA;outubro;25;2019;10.0
CANDIDO GODOI;outubro;2;2019;10.0
CANDIOTA;outubro;3;2019;10.0
CANELA;outubro;26;2019;10.0
CANGUCU;outubro;37;2019;10.0
CANOAS;outubro;237;2019;10.0
CANUDOS DO VALE;outubro;2;2019;10.0
CAPAO BONITO DO SUL;outubro;1;2019;10.0
CAPAO DA CANOA;outubro;39;2019;10.0
CAPAO DO CIPO;outubro;0;2019;10.0
CAPAO DO LEAO;outubro;9;2019;10.0
CAPIVARI DO SUL;outubro;1;2019;10.0
CAPELA DE SANTANA;outubro;0;2019;10.0
CAPITAO;outubro;0;2019;10.0
CARAZINHO;outubro;48;2019;10.0
CARAA;outubro;2;2019;10.0
CARLOS BARBOSA;outubro;14;2019;10.0
CARLOS GOMES;outubro;0;2019;10.0
CASCA;outubro;10;2019;10.0
CASEIROS;outubro;0;2019;10.0
CATUIPE;outubro;5;2019;10.0
CAXIAS DO SUL;outubro;296;2019;10.0
CENTENARIO;outubro;2;2019;10.0
CERRITO;outubro;2;2019;10.0
CERRO BRANCO;outubro;1;2019;10.0
CERRO GRANDE;outubro;1;2019;10.0
CERRO GRANDE DO SUL;outubro;5;2019;10.0
CERRO LARGO;outubro;10;2019;10.0
CHAPADA;outubro;4;2019;10.0
CHARQUEADAS;outubro;17;2019;10.0
CHARRUA;outubro;0;2019;10.0
CHIAPETTA;outubro;6;2019;10.0
CHUI;outubro;0;2019;10.0
CHUVISCA;outubro;0;2019;10.0
CIDREIRA;outubro;6;2019;10.0
CIRIACO;outubro;0;2019;10.0
COLINAS;outubro;0;2019;10.0
COLORADO;outubro;1;2019;10.0
CONDOR;outubro;3;2019;10.0
CONSTANTINA;outubro;10;2019;10.0
COQUEIRO BAIXO;outubro;0;2019;10.0
COQUEIROS DO SUL;outubro;0;2019;10.0
CORONEL BARROS;outubro;0;2019;10.0
CORONEL BICACO;outubro;5;2019;10.0
COTIPORA;outubro;1;2019;10.0
COXILHA;outubro;0;2019;10.0
CRISSIUMAL;outubro;3;2019;10.0
CRISTAL;outubro;5;2019;10.0
CRISTAL DO SUL;outubro;1;2019;10.0
CRUZ ALTA;outubro;65;2019;10.0
CRUZALTENSE;outubro;0;2019;10.0
CRUZEIRO DO SUL;outubro;8;2019;10.0
DAVID CANABARRO;outubro;5;2019;10.0
DERRUBADAS;outubro;0;2019;10.0
DEZESSEIS DE NOVEMBRO;outubro;2;2019;10.0
DILERMANDO DE AGUIAR;outubro;1;2019;10.0
DOIS IRMAOS;outubro;8;2019;10.0
DOIS IRMAOS DAS MISSOES;outubro;0;2019;10.0
DOIS LAJEADOS;outubro;5;2019;10.0
DOM FELICIANO;outubro;3;2019;10.0
DOM PEDRO DE ALCANTARA;outubro;0;2019;10.0
DOM PEDRITO;outubro;35;2019;10.0
DONA FRANCISCA;outubro;1;2019;10.0
DOUTOR MAURICIO CARDOSO;outubro;3;2019;10.0
DOUTOR RICARDO;outubro;0;2019;10.0
ELDORADO DO SUL;outubro;6;2019;10.0
ENCANTADO;outubro;15;2019;10.0
ENCRUZILHADA DO SUL;outubro;22;2019;10.0
ENGENHO VELHO;outubro;0;2019;10.0
ENTRE-IJUIS;outubro;2;2019;10.0
ENTRE RIOS DO SUL;outubro;2;2019;10.0
EREBANGO;outubro;0;2019;10.0
ERECHIM;outubro;94;2019;10.0
ERNESTINA;outubro;2;2019;10.0
HERVAL;outubro;8;2019;10.0
ERVAL GRANDE;outubro;2;2019;10.0
ERVAL SECO;outubro;2;2019;10.0
ESMERALDA;outubro;1;2019;10.0
ESPERANCA DO SUL;outubro;0;2019;10.0
ESPUMOSO;outubro;13;2019;10.0
ESTACAO;outubro;1;2019;10.0
ESTANCIA VELHA;outubro;12;2019;10.0
ESTEIO;outubro;44;2019;10.0
ESTRELA;outubro;33;2019;10.0
ESTRELA VELHA;outubro;0;2019;10.0
EUGENIO DE CASTRO;outubro;1;2019;10.0
FAGUNDES VARELA;outubro;0;2019;10.0
FARROUPILHA;outubro;27;2019;10.0
FAXINAL DO SOTURNO;outubro;6;2019;10.0
FAXINALZINHO;outubro;0;2019;10.0
FAZENDA VILANOVA;outubro;0;2019;10.0
FELIZ;outubro;8;2019;10.0
FLORES DA CUNHA;outubro;13;2019;10.0
FLORIANO PEIXOTO;outubro;0;2019;10.0
FONTOURA XAVIER;outubro;2;2019;10.0
FORMIGUEIRO;outubro;4;2019;10.0
FORQUETINHA;outubro;0;2019;10.0
FORTALEZA DOS VALOS;outubro;2;2019;10.0
FREDERICO WESTPHALEN;outubro;24;2019;10.0
GARIBALDI;outubro;20;2019;10.0
GARRUCHOS;outubro;1;2019;10.0
GAURAMA;outubro;3;2019;10.0
GENERAL CAMARA;outubro;3;2019;10.0
GENTIL;outubro;0;2019;10.0
GETULIO VARGAS;outubro;9;2019;10.0
GIRUA;outubro;7;2019;10.0
GLORINHA;outubro;3;2019;10.0
GRAMADO;outubro;21;2019;10.0
GRAMADO DOS LOUREIROS;outubro;2;2019;10.0
GRAMADO XAVIER;outubro;0;2019;10.0
GRAVATAI;outubro;153;2019;10.0
GUABIJU;outubro;1;2019;10.0
GUAIBA;outubro;20;2019;10.0
GUAPORE;outubro;13;2019;10.0
GUARANI DAS MISSOES;outubro;8;2019;10.0
HARMONIA;outubro;1;2019;10.0
HERVEIRAS;outubro;1;2019;10.0
HORIZONTINA;outubro;10;2019;10.0
HULHA NEGRA;outubro;2;2019;10.0
HUMAITA;outubro;2;2019;10.0
IBARAMA;outubro;1;2019;10.0
IBIACA;outubro;0;2019;10.0
IBIRAIARAS;outubro;3;2019;10.0
IBIRUBA;outubro;9;2019;10.0
IGREJINHA;outubro;22;2019;10.0
IJUI;outubro;83;2019;10.0
ILOPOLIS;outubro;3;2019;10.0
IMBE;outubro;10;2019;10.0
IMIGRANTE;outubro;1;2019;10.0
INDEPENDENCIA;outubro;3;2019;10.0
INHACORA;outubro;1;2019;10.0
IPE;outubro;0;2019;10.0
IPIRANGA DO SUL;outubro;0;2019;10.0
IRAI;outubro;3;2019;10.0
ITAARA;outubro;1;2019;10.0
ITACURUBI;outubro;1;2019;10.0
ITAPUCA;outubro;0;2019;10.0
ITAQUI;outubro;17;2019;10.0
ITATI;outubro;0;2019;10.0
ITATIBA DO SUL;outubro;1;2019;10.0
IVORA;outubro;0;2019;10.0
IVOTI;outubro;20;2019;10.0
JABOTICABA;outubro;3;2019;10.0
JACUIZINHO;outubro;0;2019;10.0
JACUTINGA;outubro;1;2019;10.0
JAGUARAO;outubro;26;2019;10.0
JAGUARI;outubro;8;2019;10.0
JAQUIRANA;outubro;3;2019;10.0
JARI;outubro;0;2019;10.0
JOIA;outubro;4;2019;10.0
JULIO DE CASTILHOS;outubro;8;2019;10.0
LAGOA BONITA DO SUL;outubro;0;2019;10.0
LAGOAO;outubro;3;2019;10.0
LAGOA DOS TRES CANTOS;outubro;0;2019;10.0
LAGOA VERMELHA;outubro;19;2019;10.0
LAJEADO;outubro;65;2019;10.0
LAJEADO DO BUGRE;outubro;0;2019;10.0
LAVRAS DO SUL;outubro;2;2019;10.0
LINDOLFO COLLOR;outubro;0;2019;10.0
LINHA NOVA;outubro;0;2019;10.0
MACHADINHO;outubro;1;2019;10.0
MACAMBARA;outubro;0;2019;10.0
MAMPITUBA;outubro;2;2019;10.0
MANOEL VIANA;outubro;4;2019;10.0
MAQUINE;outubro;2;2019;10.0
MARATA;outubro;0;2019;10.0
MARAU;outubro;10;2019;10.0
MARCELINO RAMOS;outubro;2;2019;10.0
MARIANA PIMENTEL;outubro;1;2019;10.0
MARIANO MORO;outubro;0;2019;10.0
MARQUES DE SOUZA;outubro;3;2019;10.0
MATA;outubro;4;2019;10.0
MATO CASTELHANO;outubro;0;2019;10.0
MATO LEITAO;outubro;2;2019;10.0
MATO QUEIMADO;outubro;0;2019;10.0
MAXIMILIANO DE ALMEIDA;outubro;3;2019;10.0
MINAS DO LEAO;outubro;3;2019;10.0
MIRAGUAI;outubro;0;2019;10.0
MONTAURI;outubro;0;2019;10.0
MONTE ALEGRE DOS CAMPOS;outubro;0;2019;10.0
MONTE BELO DO SUL;outubro;1;2019;10.0
MONTENEGRO;outubro;68;2019;10.0
MORMACO;outubro;0;2019;10.0
MORRINHOS DO SUL;outubro;0;2019;10.0
MORRO REDONDO;outubro;3;2019;10.0
MORRO REUTER;outubro;0;2019;10.0
MOSTARDAS;outubro;3;2019;10.0
MUCUM;outubro;2;2019;10.0
MUITOS CAPOES;outubro;0;2019;10.0
MULITERNO;outubro;0;2019;10.0
NAO-ME-TOQUE;outubro;11;2019;10.0
NICOLAU VERGUEIRO;outubro;0;2019;10.0
NONOAI;outubro;6;2019;10.0
NOVA ALVORADA;outubro;4;2019;10.0
NOVA ARACA;outubro;0;2019;10.0
NOVA BASSANO;outubro;11;2019;10.0
NOVA BOA VISTA;outubro;0;2019;10.0
NOVA BRESCIA;outubro;2;2019;10.0
NOVA CANDELARIA;outubro;0;2019;10.0
NOVA ESPERANCA DO SUL;outubro;0;2019;10.0
NOVA HARTZ;outubro;2;2019;10.0
NOVA PADUA;outubro;1;2019;10.0
NOVA PALMA;outubro;2;2019;10.0
NOVA PETROPOLIS;outubro;9;2019;10.0
NOVA PRATA;outubro;15;2019;10.0
NOVA RAMADA;outubro;0;2019;10.0
NOVA ROMA DO SUL;outubro;0;2019;10.0
NOVA SANTA RITA;outubro;5;2019;10.0
NOVO CABRAIS;outubro;0;2019;10.0
NOVO HAMBURGO;outubro;192;2019;10.0
NOVO MACHADO;outubro;1;2019;10.0
NOVO TIRADENTES;outubro;3;2019;10.0
NOVO XINGU;outubro;1;2019;10.0
NOVO BARREIRO;outubro;0;2019;10.0
OSORIO;outubro;23;2019;10.0
PAIM FILHO;outubro;4;2019;10.0
PALMARES DO SUL;outubro;9;2019;10.0
PALMEIRA DAS MISSOES;outubro;21;2019;10.0
PALMITINHO;outubro;4;2019;10.0
PANAMBI;outubro;22;2019;10.0
PANTANO GRANDE;outubro;1;2019;10.0
PARAI;outubro;2;2019;10.0
PARAISO DO SUL;outubro;9;2019;10.0
PARECI NOVO;outubro;0;2019;10.0
PAROBE;outubro;24;2019;10.0
PASSA SETE;outubro;3;2019;10.0
PASSO DO SOBRADO;outubro;2;2019;10.0
PASSO FUNDO;outubro;227;2019;10.0
PAULO BENTO;outubro;0;2019;10.0
PAVERAMA;outubro;4;2019;10.0
PEDRAS ALTAS;outubro;1;2019;10.0
PEDRO OSORIO;outubro;9;2019;10.0
PEJUCARA;outubro;2;2019;10.0
PELOTAS;outubro;326;2019;10.0
PICADA CAFE;outubro;0;2019;10.0
PINHAL;outubro;0;2019;10.0
PINHAL GRANDE;outubro;1;2019;10.0
PINHEIRINHO DO VALE;outubro;0;2019;10.0
PINHEIRO MACHADO;outubro;16;2019;10.0
