uf;municipio;ano;mes;vitimas
RS;BOM RETIRO DO SUL;2024;4;0.0
RS;BOM RETIRO DO SUL;2024;5;0.0
RS;BOM RETIRO DO SUL;2024;6;0.0
RS;BOM RETIRO DO SUL;2024;7;0.0
RS;BOM RETIRO DO SUL;2024;8;0.0
RS;BOM RETIRO DO SUL;2024;9;0.0
RS;BOM RETIRO DO SUL;2024;10;0.0
RS;BOM RETIRO DO SUL;2024;11;1.0
RS;BOM RETIRO DO SUL;2024;12;0.0
RS;BOQUEIRÃO DO LEÃO;2024;1;0.0
RS;BOQUEIRÃO DO LEÃO;2024;2;0.0
RS;BOQUEIRÃO DO LEÃO;2024;3;0.0
RS;BOQUEIRÃO DO LEÃO;2024;4;0.0
RS;BOQUEIRÃO DO LEÃO;2024;5;0.0
RS;BOQUEIRÃO DO LEÃO;2024;6;0.0
RS;BOQUEIRÃO DO LEÃO;2024;7;0.0
RS;BOQUEIRÃO DO LEÃO;2024;8;0.0
RS;BOQUEIRÃO DO LEÃO;2024;9;0.0
RS;BOQUEIRÃO DO LEÃO;2024;10;0.0
RS;BOQUEIRÃO DO LEÃO;2024;11;0.0
RS;BOQUEIRÃO DO LEÃO;2024;12;0.0
RS;BOSSOROCA;2024;1;0.0
RS;BOSSOROCA;2024;2;0.0
RS;BOSSOROCA;2024;3;0.0
RS;BOSSOROCA;2024;4;0.0
RS;BOSSOROCA;2024;5;0.0
RS;BOSSOROCA;2024;6;0.0
RS;BOSSOROCA;2024;7;0.0
RS;BOSSOROCA;2024;8;0.0
RS;BOSSOROCA;2024;9;0.0
RS;BOSSOROCA;2024;10;0.0
RS;BOSSOROCA;2024;11;0.0
RS;BOSSOROCA;2024;12;0.0
RS;BOZANO;2024;1;0.0
RS;BOZANO;2024;2;0.0
RS;BOZANO;2024;3;0.0
RS;BOZANO;2024;4;0.0
RS;BOZANO;2024;5;0.0
RS;BOZANO;2024;6;0.0
RS;BOZANO;2024;7;0.0
RS;BOZANO;2024;8;0.0
RS;BOZANO;2024;9;0.0
RS;BOZANO;2024;10;0.0
RS;BOZANO;2024;11;1.0
RS;BOZANO;2024;12;0.0
RS;BRAGA;2024;1;0.0
RS;BRAGA;2024;2;0.0
RS;BRAGA;2024;3;0.0
RS;BRAGA;2024;4;0.0
RS;BRAGA;2024;5;0.0
RS;BRAGA;2024;6;0.0
RS;BRAGA;2024;7;0.0
RS;BRAGA;2024;8;0.0
RS;BRAGA;2024;9;0.0
RS;BRAGA;2024;10;0.0
RS;BRAGA;2024;11;0.0
RS;BRAGA;2024;12;0.0
RS;BROCHIER;2024;1;0.0
RS;BROCHIER;2024;2;0.0
RS;BROCHIER;2024;3;0.0
RS;BROCHIER;2024;4;0.0
RS;BROCHIER;2024;5;0.0
RS;BROCHIER;2024;6;0.0
RS;BROCHIER;2024;7;0.0
RS;BROCHIER;2024;8;0.0
RS;BROCHIER;2024;9;0.0
RS;BROCHIER;2024;10;0.0
RS;BROCHIER;2024;11;0.0
RS;BROCHIER;2024;12;0.0
RS;BUTIÁ;2024;1;2.0
RS;BUTIÁ;2024;2;6.0
RS;BUTIÁ;2024;3;2.0
RS;BUTIÁ;2024;4;0.0
RS;BUTIÁ;2024;5;0.0
RS;BUTIÁ;2024;6;0.0
RS;BUTIÁ;2024;7;0.0
RS;BUTIÁ;2024;8;4.0
RS;BUTIÁ;2024;9;0.0
RS;BUTIÁ;2024;10;0.0
RS;BUTIÁ;2024;11;0.0
RS;BUTIÁ;2024;12;0.0
RS;CACEQUI;2024;1;1.0
RS;CACEQUI;2024;2;1.0
RS;CACEQUI;2024;3;0.0
RS;CACEQUI;2024;4;0.0
RS;CACEQUI;2024;5;2.0
RS;CACEQUI;2024;6;2.0
RS;CACEQUI;2024;7;0.0
RS;CACEQUI;2024;8;0.0
RS;CACEQUI;2024;9;0.0
RS;CACEQUI;2024;10;0.0
RS;CACEQUI;2024;11;2.0
RS;CACEQUI;2024;12;0.0
RS;CACHOEIRA DO SUL;2024;1;0.0
RS;CACHOEIRA DO SUL;2024;2;1.0
RS;CACHOEIRA DO SUL;2024;3;0.0
RS;CACHOEIRA DO SUL;2024;4;0.0
RS;CACHOEIRA DO SUL;2024;5;0.0
RS;CACHOEIRA DO SUL;2024;6;0.0
RS;CACHOEIRA DO SUL;2024;7;1.0
RS;CACHOEIRA DO SUL;2024;8;0.0
RS;CACHOEIRA DO SUL;2024;9;1.0
RS;CACHOEIRA DO SUL;2024;10;0.0
RS;CACHOEIRA DO SUL;2024;11;2.0
RS;CACHOEIRA DO SUL;2024;12;1.0
RS;CACHOEIRINHA;2024;1;4.0
RS;CACHOEIRINHA;2024;2;0.0
RS;CACHOEIRINHA;2024;3;3.0
RS;CACHOEIRINHA;2024;4;0.0
RS;CACHOEIRINHA;2024;5;4.0
RS;CACHOEIRINHA;2024;6;2.0
RS;CACHOEIRINHA;2024;7;1.0
RS;CACHOEIRINHA;2024;8;2.0
RS;CACHOEIRINHA;2024;9;1.0
RS;CACHOEIRINHA;2024;10;1.0
RS;CACHOEIRINHA;2024;11;1.0
RS;CACHOEIRINHA;2024;12;2.0
RS;CACIQUE DOBLE;2024;1;0.0
RS;CACIQUE DOBLE;2024;2;0.0
RS;CACIQUE DOBLE;2024;3;0.0
RS;CACIQUE DOBLE;2024;4;0.0
RS;CACIQUE DOBLE;2024;5;0.0
RS;CACIQUE DOBLE;2024;6;0.0
RS;CACIQUE DOBLE;2024;7;0.0
RS;CACIQUE DOBLE;2024;8;0.0
RS;CACIQUE DOBLE;2024;9;0.0
RS;CACIQUE DOBLE;2024;10;0.0
RS;CACIQUE DOBLE;2024;11;0.0
RS;CACIQUE DOBLE;2024;12;0.0
RS;CAIBATÉ;2024;1;0.0
RS;CAIBATÉ;2024;2;1.0
RS;CAIBATÉ;2024;3;0.0
RS;CAIBATÉ;2024;4;0.0
RS;CAIBATÉ;2024;5;0.0
RS;CAIBATÉ;2024;6;0.0
RS;CAIBATÉ;2024;7;0.0
RS;CAIBATÉ;2024;8;0.0
RS;CAIBATÉ;2024;9;0.0
RS;CAIBATÉ;2024;10;1.0
RS;CAIBATÉ;2024;11;0.0
RS;CAIBATÉ;2024;12;0.0
RS;CAIÇARA;2024;1;0.0
RS;CAIÇARA;2024;2;0.0
RS;CAIÇARA;2024;3;0.0
RS;CAIÇARA;2024;4;0.0
RS;CAIÇARA;2024;5;0.0
RS;CAIÇARA;2024;6;0.0
RS;CAIÇARA;2024;7;0.0
RS;CAIÇARA;2024;8;0.0
RS;CAIÇARA;2024;9;0.0
RS;CAIÇARA;2024;10;2.0
RS;CAIÇARA;2024;11;0.0
RS;CAIÇARA;2024;12;0.0
RS;CAMAQUÃ;2024;1;1.0
RS;CAMAQUÃ;2024;2;3.0
RS;CAMAQUÃ;2024;3;1.0
RS;CAMAQUÃ;2024;4;2.0
RS;CAMAQUÃ;2024;5;3.0
RS;CAMAQUÃ;2024;6;1.0
RS;CAMAQUÃ;2024;7;2.0
RS;CAMAQUÃ;2024;8;2.0
RS;CAMAQUÃ;2024;9;0.0
RS;CAMAQUÃ;2024;10;1.0
RS;CAMAQUÃ;2024;11;0.0
RS;CAMAQUÃ;2024;12;4.0
RS;CAMARGO;2024;1;0.0
RS;CAMARGO;2024;2;0.0
RS;CAMARGO;2024;3;0.0
RS;CAMARGO;2024;4;0.0
RS;CAMARGO;2024;5;0.0
RS;CAMARGO;2024;6;0.0
RS;CAMARGO;2024;7;0.0
RS;CAMARGO;2024;8;0.0
RS;CAMARGO;2024;9;0.0
RS;CAMARGO;2024;10;0.0
RS;CAMARGO;2024;11;3.0
RS;CAMARGO;2024;12;0.0
RS;CAMBARÁ DO SUL;2024;1;0.0
RS;CAMBARÁ DO SUL;2024;2;0.0
RS;CAMBARÁ DO SUL;2024;3;0.0
RS;CAMBARÁ DO SUL;2024;4;0.0
RS;CAMBARÁ DO SUL;2024;5;0.0
RS;CAMBARÁ DO SUL;2024;6;1.0
RS;CAMBARÁ DO SUL;2024;7;0.0
RS;CAMBARÁ DO SUL;2024;8;0.0
RS;CAMBARÁ DO SUL;2024;9;0.0
RS;CAMBARÁ DO SUL;2024;10;0.0
RS;CAMBARÁ DO SUL;2024;11;0.0
RS;CAMBARÁ DO SUL;2024;12;0.0
RS;CAMPESTRE DA SERRA;2024;1;0.0
RS;CAMPESTRE DA SERRA;2024;2;0.0
RS;CAMPESTRE DA SERRA;2024;3;0.0
RS;CAMPESTRE DA SERRA;2024;4;0.0
RS;CAMPESTRE DA SERRA;2024;5;0.0
RS;CAMPESTRE DA SERRA;2024;6;0.0
RS;CAMPESTRE DA SERRA;2024;7;0.0
RS;CAMPESTRE DA SERRA;2024;8;0.0
RS;CAMPESTRE DA SERRA;2024;9;0.0
RS;CAMPESTRE DA SERRA;2024;10;0.0
RS;CAMPESTRE DA SERRA;2024;11;0.0
RS;CAMPESTRE DA SERRA;2024;12;0.0
RS;CAMPINA DAS MISSÕES;2024;1;0.0
RS;CAMPINA DAS MISSÕES;2024;2;0.0
RS;CAMPINA DAS MISSÕES;2024;3;0.0
RS;CAMPINA DAS MISSÕES;2024;4;0.0
RS;CAMPINA DAS MISSÕES;2024;5;0.0
RS;CAMPINA DAS MISSÕES;2024;6;0.0
RS;CAMPINA DAS MISSÕES;2024;7;0.0
RS;CAMPINA DAS MISSÕES;2024;8;0.0
RS;CAMPINA DAS MISSÕES;2024;9;0.0
RS;CAMPINA DAS MISSÕES;2024;10;0.0
RS;CAMPINA DAS MISSÕES;2024;11;0.0
RS;CAMPINA DAS MISSÕES;2024;12;0.0
RS;CAMPINAS DO SUL;2024;1;0.0
RS;CAMPINAS DO SUL;2024;2;0.0
RS;CAMPINAS DO SUL;2024;3;2.0
RS;CAMPINAS DO SUL;2024;4;1.0
RS;CAMPINAS DO SUL;2024;5;0.0
RS;CAMPINAS DO SUL;2024;6;0.0
RS;CAMPINAS DO SUL;2024;7;0.0
RS;CAMPINAS DO SUL;2024;8;0.0
RS;CAMPINAS DO SUL;2024;9;0.0
RS;CAMPINAS DO SUL;2024;10;0.0
RS;CAMPINAS DO SUL;2024;11;0.0
RS;CAMPINAS DO SUL;2024;12;0.0
RS;CAMPO BOM;2024;1;0.0
RS;CAMPO BOM;2024;2;0.0
RS;CAMPO BOM;2024;3;1.0
RS;CAMPO BOM;2024;4;0.0
RS;CAMPO BOM;2024;5;1.0
RS;CAMPO BOM;2024;6;0.0
RS;CAMPO BOM;2024;7;2.0
RS;CAMPO BOM;2024;8;0.0
RS;CAMPO BOM;2024;9;1.0
RS;CAMPO BOM;2024;10;1.0
RS;CAMPO BOM;2024;11;2.0
RS;CAMPO BOM;2024;12;0.0
RS;CAMPO NOVO;2024;1;0.0
RS;CAMPO NOVO;2024;2;0.0
RS;CAMPO NOVO;2024;3;0.0
RS;CAMPO NOVO;2024;4;0.0
RS;CAMPO NOVO;2024;5;0.0
RS;CAMPO NOVO;2024;6;0.0
RS;CAMPO NOVO;2024;7;0.0
RS;CAMPO NOVO;2024;8;0.0
RS;CAMPO NOVO;2024;9;0.0
RS;CAMPO NOVO;2024;10;0.0
RS;CAMPO NOVO;2024;11;0.0
RS;CAMPO NOVO;2024;12;0.0
RS;CAMPOS BORGES;2024;1;0.0
RS;CAMPOS BORGES;2024;2;0.0
RS;CAMPOS BORGES;2024;3;0.0
RS;CAMPOS BORGES;2024;4;0.0
RS;CAMPOS BORGES;2024;5;0.0
RS;CAMPOS BORGES;2024;6;0.0
RS;CAMPOS BORGES;2024;7;0.0
RS;CAMPOS BORGES;2024;8;0.0
RS;CAMPOS BORGES;2024;9;0.0
RS;CAMPOS BORGES;2024;10;0.0
RS;CAMPOS BORGES;2024;11;0.0
RS;CAMPOS BORGES;2024;12;0.0
RS;CANDELÁRIA;2024;1;1.0
RS;CANDELÁRIA;2024;2;1.0
RS;CANDELÁRIA;2024;3;0.0
RS;CANDELÁRIA;2024;4;0.0
RS;CANDELÁRIA;2024;5;0.0
RS;CANDELÁRIA;2024;6;0.0
RS;CANDELÁRIA;2024;7;0.0
RS;CANDELÁRIA;2024;8;0.0
RS;CANDELÁRIA;2024;9;0.0
RS;CANDELÁRIA;2024;10;0.0
RS;CANDELÁRIA;2024;11;1.0
RS;CANDELÁRIA;2024;12;0.0
RS;CANDIOTA;2024;1;1.0
RS;CANDIOTA;2024;2;0.0
RS;CANDIOTA;2024;3;0.0
RS;CANDIOTA;2024;4;0.0
RS;CANDIOTA;2024;5;0.0
RS;CANDIOTA;2024;6;1.0
RS;CANDIOTA;2024;7;1.0
RS;CANDIOTA;2024;8;1.0
RS;CANDIOTA;2024;9;0.0
RS;CANDIOTA;2024;10;0.0
RS;CANDIOTA;2024;11;1.0
RS;CANDIOTA;2024;12;1.0
RS;CANELA;2024;1;1.0
RS;CANELA;2024;2;2.0
RS;CANELA;2024;3;1.0
RS;CANELA;2024;4;3.0
RS;CANELA;2024;5;1.0
RS;CANELA;2024;6;0.0
RS;CANELA;2024;7;0.0
RS;CANELA;2024;8;0.0
RS;CANELA;2024;9;1.0
RS;CANELA;2024;10;3.0
RS;CANELA;2024;11;0.0
RS;CANELA;2024;12;3.0
RS;CANGUÇU;2024;1;2.0
RS;CANGUÇU;2024;2;1.0
RS;CANGUÇU;2024;3;0.0
RS;CANGUÇU;2024;4;0.0
RS;CANGUÇU;2024;5;0.0
RS;CANGUÇU;2024;6;0.0
RS;CANGUÇU;2024;7;0.0
RS;CANGUÇU;2024;8;0.0
RS;CANGUÇU;2024;9;0.0
RS;CANGUÇU;2024;10;0.0
RS;CANGUÇU;2024;11;0.0
RS;CANGUÇU;2024;12;0.0
RS;CANOAS;2024;1;12.0
RS;CANOAS;2024;2;8.0
RS;CANOAS;2024;3;8.0
RS;CANOAS;2024;4;1.0
RS;CANOAS;2024;5;2.0
RS;CANOAS;2024;6;1.0
RS;CANOAS;2024;7;5.0
RS;CANOAS;2024;8;11.0
RS;CANOAS;2024;9;6.0
RS;CANOAS;2024;10;7.0
RS;CANOAS;2024;11;6.0
RS;CANOAS;2024;12;8.0
RS;CANUDOS DO VALE;2024;1;0.0
RS;CANUDOS DO VALE;2024;2;0.0
RS;CANUDOS DO VALE;2024;3;0.0
RS;CANUDOS DO VALE;2024;4;0.0
RS;CANUDOS DO VALE;2024;5;0.0
RS;CANUDOS DO VALE;2024;6;0.0
RS;CANUDOS DO VALE;2024;7;0.0
RS;CANUDOS DO VALE;2024;8;0.0
RS;CANUDOS DO VALE;2024;9;0.0
RS;CANUDOS DO VALE;2024;10;0.0
RS;CANUDOS DO VALE;2024;11;0.0
RS;CANUDOS DO VALE;2024;12;0.0
RS;CAPELA DE SANTANA;2024;1;0.0
RS;CAPELA DE SANTANA;2024;2;0.0
RS;CAPELA DE SANTANA;2024;3;0.0
RS;CAPELA DE SANTANA;2024;4;0.0
RS;CAPELA DE SANTANA;2024;5;0.0
RS;CAPELA DE SANTANA;2024;6;0.0
RS;CAPELA DE SANTANA;2024;7;0.0
RS;CAPELA DE SANTANA;2024;8;0.0
RS;CAPELA DE SANTANA;2024;9;0.0
RS;CAPELA DE SANTANA;2024;10;0.0
RS;CAPELA DE SANTANA;2024;11;0.0
RS;CAPELA DE SANTANA;2024;12;0.0
RS;CAPITÃO;2024;1;0.0
RS;CAPITÃO;2024;2;0.0
RS;CAPITÃO;2024;3;0.0
RS;CAPITÃO;2024;4;0.0
RS;CAPITÃO;2024;5;0.0
RS;CAPITÃO;2024;6;0.0
RS;CAPITÃO;2024;7;0.0
RS;CAPITÃO;2024;8;0.0
RS;CAPITÃO;2024;9;0.0
RS;CAPITÃO;2024;10;0.0
RS;CAPITÃO;2024;11;0.0
RS;CAPITÃO;2024;12;0.0
RS;CAPIVARI DO SUL;2024;1;0.0
RS;CAPIVARI DO SUL;2024;2;0.0
RS;CAPIVARI DO SUL;2024;3;3.0
RS;CAPIVARI DO SUL;2024;4;0.0
RS;CAPIVARI DO SUL;2024;5;0.0
RS;CAPIVARI DO SUL;2024;6;0.0
RS;CAPIVARI DO SUL;2024;7;0.0
RS;CAPIVARI DO SUL;2024;8;0.0
RS;CAPIVARI DO SUL;2024;9;0.0
RS;CAPIVARI DO SUL;2024;10;0.0
RS;CAPIVARI DO SUL;2024;11;0.0
RS;CAPIVARI DO SUL;2024;12;1.0
RS;CAPÃO BONITO DO SUL;2024;1;0.0
RS;CAPÃO BONITO DO SUL;2024;2;0.0
RS;CAPÃO BONITO DO SUL;2024;3;0.0
RS;CAPÃO BONITO DO SUL;2024;4;0.0
RS;CAPÃO BONITO DO SUL;2024;5;0.0
RS;CAPÃO BONITO DO SUL;2024;6;0.0
RS;CAPÃO BONITO DO SUL;2024;7;0.0
RS;CAPÃO BONITO DO SUL;2024;8;0.0
RS;CAPÃO BONITO DO SUL;2024;9;0.0
RS;CAPÃO BONITO DO SUL;2024;10;0.0
RS;CAPÃO BONITO DO SUL;2024;11;2.0
RS;CAPÃO BONITO DO SUL;2024;12;0.0
RS;CAPÃO DA CANOA;2024;1;0.0
RS;CAPÃO DA CANOA;2024;2;1.0
RS;CAPÃO DA CANOA;2024;3;0.0
RS;CAPÃO DA CANOA;2024;4;0.0
RS;CAPÃO DA CANOA;2024;5;1.0
RS;CAPÃO DA CANOA;2024;6;1.0
RS;CAPÃO DA CANOA;2024;7;1.0
RS;CAPÃO DA CANOA;2024;8;0.0
RS;CAPÃO DA CANOA;2024;9;2.0
RS;CAPÃO DA CANOA;2024;10;0.0
RS;CAPÃO DA CANOA;2024;11;1.0
RS;CAPÃO DA CANOA;2024;12;1.0
RS;CAPÃO DO CIPÓ;2024;1;0.0
RS;CAPÃO DO CIPÓ;2024;2;0.0
RS;CAPÃO DO CIPÓ;2024;3;0.0
RS;CAPÃO DO CIPÓ;2024;4;0.0
RS;CAPÃO DO CIPÓ;2024;5;0.0
RS;CAPÃO DO CIPÓ;2024;6;0.0
RS;CAPÃO DO CIPÓ;2024;7;0.0
RS;CAPÃO DO CIPÓ;2024;8;0.0
RS;CAPÃO DO CIPÓ;2024;9;0.0
RS;CAPÃO DO CIPÓ;2024;10;0.0
RS;CAPÃO DO CIPÓ;2024;11;0.0
RS;CAPÃO DO CIPÓ;2024;12;0.0
RS;CAPÃO DO LEÃO;2024;1;1.0
RS;CAPÃO DO LEÃO;2024;2;0.0
RS;CAPÃO DO LEÃO;2024;3;1.0
RS;CAPÃO DO LEÃO;2024;4;5.0
RS;CAPÃO DO LEÃO;2024;5;0.0
RS;CAPÃO DO LEÃO;2024;6;0.0
RS;CAPÃO DO LEÃO;2024;7;0.0
RS;CAPÃO DO LEÃO;2024;8;0.0
RS;CAPÃO DO LEÃO;2024;9;0.0
RS;CAPÃO DO LEÃO;2024;10;0.0
RS;CAPÃO DO LEÃO;2024;11;0.0
RS;CAPÃO DO LEÃO;2024;12;0.0
RS;CARAZINHO;2024;1;2.0
RS;CARAZINHO;2024;2;1.0
RS;CARAZINHO;2024;3;0.0
RS;CARAZINHO;2024;4;1.0
RS;CARAZINHO;2024;5;0.0
RS;CARAZINHO;2024;6;1.0
RS;CARAZINHO;2024;7;0.0
RS;CARAZINHO;2024;8;1.0
RS;CARAZINHO;2024;9;0.0
RS;CARAZINHO;2024;10;1.0
RS;CARAZINHO;2024;11;8.0
RS;CARAZINHO;2024;12;2.0
RS;CARAÁ;2024;1;0.0
RS;CARAÁ;2024;2;0.0
RS;CARAÁ;2024;3;0.0
RS;CARAÁ;2024;4;0.0
RS;CARAÁ;2024;5;0.0
RS;CARAÁ;2024;6;0.0
RS;CARAÁ;2024;7;0.0
RS;CARAÁ;2024;8;0.0
RS;CARAÁ;2024;9;0.0
RS;CARAÁ;2024;10;0.0
RS;CARAÁ;2024;11;0.0
RS;CARAÁ;2024;12;2.0
RS;CARLOS BARBOSA;2024;1;2.0
RS;CARLOS BARBOSA;2024;2;0.0
RS;CARLOS BARBOSA;2024;3;0.0
RS;CARLOS BARBOSA;2024;4;0.0
RS;CARLOS BARBOSA;2024;5;0.0
RS;CARLOS BARBOSA;2024;6;0.0
RS;CARLOS BARBOSA;2024;7;0.0
RS;CARLOS BARBOSA;2024;8;0.0
RS;CARLOS BARBOSA;2024;9;0.0
RS;CARLOS BARBOSA;2024;10;0.0
RS;CARLOS BARBOSA;2024;11;0.0
RS;CARLOS BARBOSA;2024;12;0.0
RS;CARLOS GOMES;2024;1;0.0
RS;CARLOS GOMES;2024;2;0.0
RS;CARLOS GOMES;2024;3;0.0
RS;CARLOS GOMES;2024;4;0.0
RS;CARLOS GOMES;2024;5;0.0
RS;CARLOS GOMES;2024;6;0.0
RS;CARLOS GOMES;2024;7;0.0
RS;CARLOS GOMES;2024;8;0.0
RS;CARLOS GOMES;2024;9;0.0
RS;CARLOS GOMES;2024;10;0.0
RS;CARLOS GOMES;2024;11;0.0
RS;CARLOS GOMES;2024;12;0.0
RS;CASCA;2024;1;0.0
RS;CASCA;2024;2;0.0
RS;CASCA;2024;3;0.0
RS;CASCA;2024;4;0.0
RS;CASCA;2024;5;0.0
RS;CASCA;2024;6;0.0
RS;CASCA;2024;7;0.0
RS;CASCA;2024;8;0.0
RS;CASCA;2024;9;0.0
RS;CASCA;2024;10;0.0
RS;CASCA;2024;11;0.0
RS;CASCA;2024;12;1.0
RS;CASEIROS;2024;1;0.0
RS;CASEIROS;2024;2;0.0
RS;CASEIROS;2024;3;0.0
RS;CASEIROS;2024;4;0.0
RS;CASEIROS;2024;5;0.0
RS;CASEIROS;2024;6;0.0
RS;CASEIROS;2024;7;0.0
RS;CASEIROS;2024;8;0.0
RS;CASEIROS;2024;9;0.0
RS;CASEIROS;2024;10;0.0
RS;CASEIROS;2024;11;1.0
RS;CASEIROS;2024;12;0.0
RS;CATUÍPE;2024;1;0.0
RS;CATUÍPE;2024;2;0.0
RS;CATUÍPE;2024;3;0.0
RS;CATUÍPE;2024;4;0.0
RS;CATUÍPE;2024;5;2.0
RS;CATUÍPE;2024;6;0.0
RS;CATUÍPE;2024;7;0.0
RS;CATUÍPE;2024;8;0.0
RS;CATUÍPE;2024;9;1.0
RS;CATUÍPE;2024;10;0.0
RS;CATUÍPE;2024;11;1.0
RS;CATUÍPE;2024;12;0.0
RS;CAXIAS DO SUL;2024;1;17.0
RS;CAXIAS DO SUL;2024;2;14.0
RS;CAXIAS DO SUL;2024;3;10.0
RS;CAXIAS DO SUL;2024;4;10.0
RS;CAXIAS DO SUL;2024;5;4.0
RS;CAXIAS DO SUL;2024;6;11.0
RS;CAXIAS DO SUL;2024;7;6.0
RS;CAXIAS DO SUL;2024;8;6.0
RS;CAXIAS DO SUL;2024;9;5.0
RS;CAXIAS DO SUL;2024;10;10.0
RS;CAXIAS DO SUL;2024;11;8.0
RS;CAXIAS DO SUL;2024;12;5.0
RS;CAÇAPAVA DO SUL;2024;1;0.0
RS;CAÇAPAVA DO SUL;2024;2;0.0
RS;CAÇAPAVA DO SUL;2024;3;0.0
RS;CAÇAPAVA DO SUL;2024;4;0.0
RS;CAÇAPAVA DO SUL;2024;5;0.0
RS;CAÇAPAVA DO SUL;2024;6;2.0
RS;CAÇAPAVA DO SUL;2024;7;0.0
RS;CAÇAPAVA DO SUL;2024;8;0.0
RS;CAÇAPAVA DO SUL;2024;9;0.0
RS;CAÇAPAVA DO SUL;2024;10;1.0
RS;CAÇAPAVA DO SUL;2024;11;0.0
RS;CAÇAPAVA DO SUL;2024;12;1.0
RS;CENTENÁRIO;2024;1;0.0
RS;CENTENÁRIO;2024;2;0.0
RS;CENTENÁRIO;2024;3;0.0
RS;CENTENÁRIO;2024;4;0.0
RS;CENTENÁRIO;2024;5;0.0
RS;CENTENÁRIO;2024;6;0.0
RS;CENTENÁRIO;2024;7;0.0
RS;CENTENÁRIO;2024;8;0.0
RS;CENTENÁRIO;2024;9;0.0
RS;CENTENÁRIO;2024;10;0.0
RS;CENTENÁRIO;2024;11;0.0
RS;CENTENÁRIO;2024;12;0.0
RS;CERRITO;2024;1;0.0
RS;CERRITO;2024;2;0.0
RS;CERRITO;2024;3;0.0
RS;CERRITO;2024;4;0.0
RS;CERRITO;2024;5;0.0
RS;CERRITO;2024;6;0.0
RS;CERRITO;2024;7;0.0
RS;CERRITO;2024;8;0.0
RS;CERRITO;2024;9;0.0
RS;CERRITO;2024;10;0.0
RS;CERRITO;2024;11;0.0
RS;CERRITO;2024;12;0.0
RS;CERRO BRANCO;2024;1;0.0
RS;CERRO BRANCO;2024;2;0.0
RS;CERRO BRANCO;2024;3;0.0
RS;CERRO BRANCO;2024;4;0.0
RS;CERRO BRANCO;2024;5;0.0
RS;CERRO BRANCO;2024;6;0.0
RS;CERRO BRANCO;2024;7;0.0
RS;CERRO BRANCO;2024;8;0.0
RS;CERRO BRANCO;2024;9;0.0
RS;CERRO BRANCO;2024;10;0.0
RS;CERRO BRANCO;2024;11;0.0
RS;CERRO BRANCO;2024;12;0.0
RS;CERRO GRANDE;2024;1;0.0
RS;CERRO GRANDE;2024;2;0.0
RS;CERRO GRANDE;2024;3;0.0
RS;CERRO GRANDE;2024;4;0.0
RS;CERRO GRANDE;2024;5;0.0
RS;CERRO GRANDE;2024;6;0.0
RS;CERRO GRANDE;2024;7;0.0
RS;CERRO GRANDE;2024;8;0.0
RS;CERRO GRANDE;2024;9;0.0
RS;CERRO GRANDE;2024;10;0.0
RS;CERRO GRANDE;2024;11;1.0
RS;CERRO GRANDE;2024;12;0.0
RS;CERRO GRANDE DO SUL;2024;1;0.0
RS;CERRO GRANDE DO SUL;2024;2;1.0
RS;CERRO GRANDE DO SUL;2024;3;0.0
RS;CERRO GRANDE DO SUL;2024;4;0.0
RS;CERRO GRANDE DO SUL;2024;5;0.0
RS;CERRO GRANDE DO SUL;2024;6;0.0
RS;CERRO GRANDE DO SUL;2024;7;0.0
RS;CERRO GRANDE DO SUL;2024;8;1.0
RS;CERRO GRANDE DO SUL;2024;9;0.0
RS;CERRO GRANDE DO SUL;2024;10;0.0
RS;CERRO GRANDE DO SUL;2024;11;0.0
RS;CERRO GRANDE DO SUL;2024;12;0.0
RS;CERRO LARGO;2024;1;0.0
RS;CERRO LARGO;2024;2;0.0
RS;CERRO LARGO;2024;3;0.0
RS;CERRO LARGO;2024;4;0.0
RS;CERRO LARGO;2024;5;0.0
RS;CERRO LARGO;2024;6;0.0
RS;CERRO LARGO;2024;7;0.0
RS;CERRO LARGO;2024;8;0.0
RS;CERRO LARGO;2024;9;0.0
RS;CERRO LARGO;2024;10;0.0
RS;CERRO LARGO;2024;11;0.0
RS;CERRO LARGO;2024;12;2.0
RS;CHAPADA;2024;1;0.0
RS;CHAPADA;2024;2;0.0
RS;CHAPADA;2024;3;0.0
RS;CHAPADA;2024;4;1.0
RS;CHAPADA;2024;5;1.0
RS;CHAPADA;2024;6;0.0
RS;CHAPADA;2024;7;0.0
RS;CHAPADA;2024;8;0.0
RS;CHAPADA;2024;9;0.0
RS;CHAPADA;2024;10;0.0
RS;CHAPADA;2024;11;0.0
RS;CHAPADA;2024;12;0.0
RS;CHARQUEADAS;2024;1;0.0
RS;CHARQUEADAS;2024;2;1.0
RS;CHARQUEADAS;2024;3;0.0
RS;CHARQUEADAS;2024;4;0.0
RS;CHARQUEADAS;2024;5;4.0
RS;CHARQUEADAS;2024;6;0.0
RS;CHARQUEADAS;2024;7;0.0
RS;CHARQUEADAS;2024;8;0.0
RS;CHARQUEADAS;2024;9;2.0
RS;CHARQUEADAS;2024;10;1.0
RS;CHARQUEADAS;2024;11;0.0
RS;CHARQUEADAS;2024;12;2.0
RS;CHARRUA;2024;1;0.0
RS;CHARRUA;2024;2;0.0
RS;CHARRUA;2024;3;1.0
RS;CHARRUA;2024;4;0.0
RS;CHARRUA;2024;5;0.0
RS;CHARRUA;2024;6;0.0
RS;CHARRUA;2024;7;0.0
