municipio;mes;ano;vitimas_homicidio_no_mes_municipio
SANANDUVA;janeiro;2023;0
SANANDUVA;fevereiro;2023;2
SANANDUVA;marco;2023;0
SANANDUVA;abril;2023;0
SANANDUVA;maio;2023;0
SANANDUVA;junho;2023;0
SANANDUVA;julho;2023;0
SANANDUVA;agosto;2023;0
SANANDUVA;setembro;2023;0
SANANDUVA;outubro;2023;0
SANANDUVA;novembro;2023;1
SANANDUVA;dezembro;2023;0
SANT'ANA DO LIVRAMENTO;janeiro;2023;3
SANT'ANA DO LIVRAMENTO;fevereiro;2023;4
SANT'ANA DO LIVRAMENTO;marco;2023;2
SANT'ANA DO LIVRAMENTO;abril;2023;1
SANT'ANA DO LIVRAMENTO;maio;2023;4
SANT'ANA DO LIVRAMENTO;junho;2023;3
SANT'ANA DO LIVRAMENTO;julho;2023;5
SANT'ANA DO LIVRAMENTO;agosto;2023;8
SANT'ANA DO LIVRAMENTO;setembro;2023;0
SANT'ANA DO LIVRAMENTO;outubro;2023;2
SANT'ANA DO LIVRAMENTO;novembro;2023;2
SANT'ANA DO LIVRAMENTO;dezembro;2023;3
SANTA BARBARA DO SUL;janeiro;2023;0
SANTA BARBARA DO SUL;fevereiro;2023;0
SANTA BARBARA DO SUL;marco;2023;0
SANTA BARBARA DO SUL;abril;2023;0
SANTA BARBARA DO SUL;maio;2023;0
SANTA BARBARA DO SUL;junho;2023;0
SANTA BARBARA DO SUL;julho;2023;0
SANTA BARBARA DO SUL;agosto;2023;0
SANTA BARBARA DO SUL;setembro;2023;0
SANTA BARBARA DO SUL;outubro;2023;0
SANTA BARBARA DO SUL;novembro;2023;0
SANTA BARBARA DO SUL;dezembro;2023;0
SANTA CECILIA DO SUL;janeiro;2023;0
SANTA CECILIA DO SUL;fevereiro;2023;0
SANTA CECILIA DO SUL;marco;2023;0
SANTA CECILIA DO SUL;abril;2023;0
SANTA CECILIA DO SUL;maio;2023;0
SANTA CECILIA DO SUL;junho;2023;0
SANTA CECILIA DO SUL;julho;2023;0
SANTA CECILIA DO SUL;agosto;2023;0
SANTA CECILIA DO SUL;setembro;2023;0
SANTA CECILIA DO SUL;outubro;2023;0
SANTA CECILIA DO SUL;novembro;2023;0
SANTA CECILIA DO SUL;dezembro;2023;0
SANTA CLARA DO SUL;janeiro;2023;0
SANTA CLARA DO SUL;fevereiro;2023;0
SANTA CLARA DO SUL;marco;2023;0
SANTA CLARA DO SUL;abril;2023;0
SANTA CLARA DO SUL;maio;2023;0
SANTA CLARA DO SUL;junho;2023;0
SANTA CLARA DO SUL;julho;2023;0
SANTA CLARA DO SUL;agosto;2023;0
SANTA CLARA DO SUL;setembro;2023;0
SANTA CLARA DO SUL;outubro;2023;0
SANTA CLARA DO SUL;novembro;2023;0
SANTA CLARA DO SUL;dezembro;2023;0
SANTA CRUZ DO SUL;janeiro;2023;1
SANTA CRUZ DO SUL;fevereiro;2023;0
SANTA CRUZ DO SUL;marco;2023;1
SANTA CRUZ DO SUL;abril;2023;3
SANTA CRUZ DO SUL;maio;2023;2
SANTA CRUZ DO SUL;junho;2023;1
SANTA CRUZ DO SUL;julho;2023;2
SANTA CRUZ DO SUL;agosto;2023;2
SANTA CRUZ DO SUL;setembro;2023;1
SANTA CRUZ DO SUL;outubro;2023;0
SANTA CRUZ DO SUL;novembro;2023;2
SANTA CRUZ DO SUL;dezembro;2023;0
SANTA MARGARIDA DO SUL;janeiro;2023;0
SANTA MARGARIDA DO SUL;fevereiro;2023;0
SANTA MARGARIDA DO SUL;marco;2023;0
SANTA MARGARIDA DO SUL;abril;2023;0
SANTA MARGARIDA DO SUL;maio;2023;0
SANTA MARGARIDA DO SUL;junho;2023;0
SANTA MARGARIDA DO SUL;julho;2023;0
SANTA MARGARIDA DO SUL;agosto;2023;0
SANTA MARGARIDA DO SUL;setembro;2023;0
SANTA MARGARIDA DO SUL;outubro;2023;0
SANTA MARGARIDA DO SUL;novembro;2023;0
SANTA MARGARIDA DO SUL;dezembro;2023;0
SANTA MARIA;janeiro;2023;18
SANTA MARIA;fevereiro;2023;5
SANTA MARIA;marco;2023;8
SANTA MARIA;abril;2023;25
SANTA MARIA;maio;2023;4
SANTA MARIA;junho;2023;6
SANTA MARIA;julho;2023;9
SANTA MARIA;agosto;2023;19
SANTA MARIA;setembro;2023;6
SANTA MARIA;outubro;2023;9
SANTA MARIA;novembro;2023;5
SANTA MARIA;dezembro;2023;8
SANTA MARIA DO HERVAL;janeiro;2023;0
SANTA MARIA DO HERVAL;fevereiro;2023;0
SANTA MARIA DO HERVAL;marco;2023;0
SANTA MARIA DO HERVAL;abril;2023;0
SANTA MARIA DO HERVAL;maio;2023;0
SANTA MARIA DO HERVAL;junho;2023;0
SANTA MARIA DO HERVAL;julho;2023;0
SANTA MARIA DO HERVAL;agosto;2023;0
SANTA MARIA DO HERVAL;setembro;2023;0
SANTA MARIA DO HERVAL;outubro;2023;0
SANTA MARIA DO HERVAL;novembro;2023;0
SANTA MARIA DO HERVAL;dezembro;2023;0
SANTA ROSA;janeiro;2023;0
SANTA ROSA;fevereiro;2023;2
SANTA ROSA;marco;2023;3
SANTA ROSA;abril;2023;1
SANTA ROSA;maio;2023;0
SANTA ROSA;junho;2023;1
SANTA ROSA;julho;2023;1
SANTA ROSA;agosto;2023;0
SANTA ROSA;setembro;2023;0
SANTA ROSA;outubro;2023;1
SANTA ROSA;novembro;2023;0
SANTA ROSA;dezembro;2023;0
SANTA TEREZA;janeiro;2023;0
SANTA TEREZA;fevereiro;2023;0
SANTA TEREZA;marco;2023;0
SANTA TEREZA;abril;2023;0
SANTA TEREZA;maio;2023;0
SANTA TEREZA;junho;2023;0
SANTA TEREZA;julho;2023;0
SANTA TEREZA;agosto;2023;0
SANTA TEREZA;setembro;2023;0
SANTA TEREZA;outubro;2023;0
SANTA TEREZA;novembro;2023;0
SANTA TEREZA;dezembro;2023;0
SANTA VITORIA DO PALMAR;janeiro;2023;1
SANTA VITORIA DO PALMAR;fevereiro;2023;0
SANTA VITORIA DO PALMAR;marco;2023;2
SANTA VITORIA DO PALMAR;abril;2023;3
SANTA VITORIA DO PALMAR;maio;2023;4
SANTA VITORIA DO PALMAR;junho;2023;1
SANTA VITORIA DO PALMAR;julho;2023;2
SANTA VITORIA DO PALMAR;agosto;2023;0
SANTA VITORIA DO PALMAR;setembro;2023;0
SANTA VITORIA DO PALMAR;outubro;2023;1
SANTA VITORIA DO PALMAR;novembro;2023;0
SANTA VITORIA DO PALMAR;dezembro;2023;0
SANTANA DA BOA VISTA;janeiro;2023;0
SANTANA DA BOA VISTA;fevereiro;2023;0
SANTANA DA BOA VISTA;marco;2023;0
SANTANA DA BOA VISTA;abril;2023;0
SANTANA DA BOA VISTA;maio;2023;0
SANTANA DA BOA VISTA;junho;2023;0
SANTANA DA BOA VISTA;julho;2023;0
SANTANA DA BOA VISTA;agosto;2023;0
SANTANA DA BOA VISTA;setembro;2023;0
SANTANA DA BOA VISTA;outubro;2023;0
SANTANA DA BOA VISTA;novembro;2023;0
SANTANA DA BOA VISTA;dezembro;2023;0
SANTIAGO;janeiro;2023;2
SANTIAGO;fevereiro;2023;0
SANTIAGO;marco;2023;1
SANTIAGO;abril;2023;1
SANTIAGO;maio;2023;1
SANTIAGO;junho;2023;0
SANTIAGO;julho;2023;0
SANTIAGO;agosto;2023;1
SANTIAGO;setembro;2023;1
SANTIAGO;outubro;2023;1
SANTIAGO;novembro;2023;0
SANTIAGO;dezembro;2023;0
SANTO ANTONIO DA PATRULHA;janeiro;2023;0
SANTO ANTONIO DA PATRULHA;fevereiro;2023;0
SANTO ANTONIO DA PATRULHA;marco;2023;2
SANTO ANTONIO DA PATRULHA;abril;2023;1
SANTO ANTONIO DA PATRULHA;maio;2023;1
SANTO ANTONIO DA PATRULHA;junho;2023;0
SANTO ANTONIO DA PATRULHA;julho;2023;3
SANTO ANTONIO DA PATRULHA;agosto;2023;0
SANTO ANTONIO DA PATRULHA;setembro;2023;1
SANTO ANTONIO DA PATRULHA;outubro;2023;0
SANTO ANTONIO DA PATRULHA;novembro;2023;0
SANTO ANTONIO DA PATRULHA;dezembro;2023;0
SANTO ANTONIO DAS MISSOES;janeiro;2023;0
SANTO ANTONIO DAS MISSOES;fevereiro;2023;0
SANTO ANTONIO DAS MISSOES;marco;2023;0
SANTO ANTONIO DAS MISSOES;abril;2023;0
SANTO ANTONIO DAS MISSOES;maio;2023;0
SANTO ANTONIO DAS MISSOES;junho;2023;0
SANTO ANTONIO DAS MISSOES;julho;2023;0
SANTO ANTONIO DAS MISSOES;agosto;2023;0
SANTO ANTONIO DAS MISSOES;setembro;2023;0
SANTO ANTONIO DAS MISSOES;outubro;2023;0
SANTO ANTONIO DAS MISSOES;novembro;2023;0
SANTO ANTONIO DAS MISSOES;dezembro;2023;0
SANTO ANTONIO DO PALMA;janeiro;2023;0
SANTO ANTONIO DO PALMA;fevereiro;2023;0
SANTO ANTONIO DO PALMA;marco;2023;0
SANTO ANTONIO DO PALMA;abril;2023;0
SANTO ANTONIO DO PALMA;maio;2023;0
SANTO ANTONIO DO PALMA;junho;2023;0
SANTO ANTONIO DO PALMA;julho;2023;0
SANTO ANTONIO DO PALMA;agosto;2023;0
SANTO ANTONIO DO PALMA;setembro;2023;0
SANTO ANTONIO DO PALMA;outubro;2023;0
SANTO ANTONIO DO PALMA;novembro;2023;0
SANTO ANTONIO DO PALMA;dezembro;2023;0
SANTO ANTONIO DO PLANALTO;janeiro;2023;0
SANTO ANTONIO DO PLANALTO;fevereiro;2023;0
SANTO ANTONIO DO PLANALTO;marco;2023;0
SANTO ANTONIO DO PLANALTO;abril;2023;0
SANTO ANTONIO DO PLANALTO;maio;2023;0
SANTO ANTONIO DO PLANALTO;junho;2023;0
SANTO ANTONIO DO PLANALTO;julho;2023;0
SANTO ANTONIO DO PLANALTO;agosto;2023;0
SANTO ANTONIO DO PLANALTO;setembro;2023;0
SANTO ANTONIO DO PLANALTO;outubro;2023;0
SANTO ANTONIO DO PLANALTO;novembro;2023;0
SANTO ANTONIO DO PLANALTO;dezembro;2023;0
SANTO AUGUSTO;janeiro;2023;0
SANTO AUGUSTO;fevereiro;2023;0
SANTO AUGUSTO;marco;2023;0
SANTO AUGUSTO;abril;2023;0
SANTO AUGUSTO;maio;2023;0
SANTO AUGUSTO;junho;2023;0
SANTO AUGUSTO;julho;2023;0
SANTO AUGUSTO;agosto;2023;1
SANTO AUGUSTO;setembro;2023;0
SANTO AUGUSTO;outubro;2023;0
SANTO AUGUSTO;novembro;2023;0
SANTO AUGUSTO;dezembro;2023;0
SANTO CRISTO;janeiro;2023;0
SANTO CRISTO;fevereiro;2023;0
SANTO CRISTO;marco;2023;0
SANTO CRISTO;abril;2023;0
SANTO CRISTO;maio;2023;0
SANTO CRISTO;junho;2023;0
SANTO CRISTO;julho;2023;0
SANTO CRISTO;agosto;2023;0
SANTO CRISTO;setembro;2023;0
SANTO CRISTO;outubro;2023;0
SANTO CRISTO;novembro;2023;0
SANTO CRISTO;dezembro;2023;0
SANTO EXPEDITO DO SUL;janeiro;2023;0
SANTO EXPEDITO DO SUL;fevereiro;2023;0
SANTO EXPEDITO DO SUL;marco;2023;0
SANTO EXPEDITO DO SUL;abril;2023;1
SANTO EXPEDITO DO SUL;maio;2023;0
SANTO EXPEDITO DO SUL;junho;2023;0
SANTO EXPEDITO DO SUL;julho;2023;0
SANTO EXPEDITO DO SUL;agosto;2023;0
SANTO EXPEDITO DO SUL;setembro;2023;0
SANTO EXPEDITO DO SUL;outubro;2023;0
SANTO EXPEDITO DO SUL;novembro;2023;0
SANTO EXPEDITO DO SUL;dezembro;2023;0
SANTO ANGELO;janeiro;2023;5
SANTO ANGELO;fevereiro;2023;3
SANTO ANGELO;marco;2023;0
SANTO ANGELO;abril;2023;3
SANTO ANGELO;maio;2023;8
SANTO ANGELO;junho;2023;0
SANTO ANGELO;julho;2023;4
SANTO ANGELO;agosto;2023;3
SANTO ANGELO;setembro;2023;0
SANTO ANGELO;outubro;2023;2
SANTO ANGELO;novembro;2023;3
SANTO ANGELO;dezembro;2023;2
SAPIRANGA;janeiro;2023;3
SAPIRANGA;fevereiro;2023;2
SAPIRANGA;marco;2023;0
SAPIRANGA;abril;2023;0
SAPIRANGA;maio;2023;2
SAPIRANGA;junho;2023;2
SAPIRANGA;julho;2023;3
SAPIRANGA;agosto;2023;2
SAPIRANGA;setembro;2023;4
SAPIRANGA;outubro;2023;0
SAPIRANGA;novembro;2023;0
SAPIRANGA;dezembro;2023;1
SAPUCAIA DO SUL;janeiro;2023;4
SAPUCAIA DO SUL;fevereiro;2023;1
SAPUCAIA DO SUL;marco;2023;3
SAPUCAIA DO SUL;abril;2023;4
SAPUCAIA DO SUL;maio;2023;5
SAPUCAIA DO SUL;junho;2023;0
SAPUCAIA DO SUL;julho;2023;3
SAPUCAIA DO SUL;agosto;2023;5
SAPUCAIA DO SUL;setembro;2023;3
SAPUCAIA DO SUL;outubro;2023;1
SAPUCAIA DO SUL;novembro;2023;3
SAPUCAIA DO SUL;dezembro;2023;1
SARANDI;janeiro;2023;0
SARANDI;fevereiro;2023;0
SARANDI;marco;2023;0
SARANDI;abril;2023;2
SARANDI;maio;2023;0
SARANDI;junho;2023;2
SARANDI;julho;2023;0
SARANDI;agosto;2023;0
SARANDI;setembro;2023;1
SARANDI;outubro;2023;0
SARANDI;novembro;2023;0
SARANDI;dezembro;2023;1
SEBERI;janeiro;2023;0
SEBERI;fevereiro;2023;0
SEBERI;marco;2023;0
SEBERI;abril;2023;0
SEBERI;maio;2023;0
SEBERI;junho;2023;0
SEBERI;julho;2023;0
SEBERI;agosto;2023;1
SEBERI;setembro;2023;0
SEBERI;outubro;2023;1
SEBERI;novembro;2023;0
SEBERI;dezembro;2023;0
SEDE NOVA;janeiro;2023;0
SEDE NOVA;fevereiro;2023;0
SEDE NOVA;marco;2023;0
SEDE NOVA;abril;2023;0
SEDE NOVA;maio;2023;0
SEDE NOVA;junho;2023;0
SEDE NOVA;julho;2023;0
SEDE NOVA;agosto;2023;0
SEDE NOVA;setembro;2023;0
SEDE NOVA;outubro;2023;0
SEDE NOVA;novembro;2023;0
SEDE NOVA;dezembro;2023;0
SEGREDO;janeiro;2023;0
SEGREDO;fevereiro;2023;0
SEGREDO;marco;2023;0
SEGREDO;abril;2023;0
SEGREDO;maio;2023;0
SEGREDO;junho;2023;0
SEGREDO;julho;2023;0
SEGREDO;agosto;2023;0
SEGREDO;setembro;2023;0
SEGREDO;outubro;2023;0
SEGREDO;novembro;2023;0
SEGREDO;dezembro;2023;0
SELBACH;janeiro;2023;0
SELBACH;fevereiro;2023;0
SELBACH;marco;2023;0
SELBACH;abril;2023;0
SELBACH;maio;2023;0
SELBACH;junho;2023;0
SELBACH;julho;2023;0
SELBACH;agosto;2023;0
SELBACH;setembro;2023;0
SELBACH;outubro;2023;0
SELBACH;novembro;2023;0
SELBACH;dezembro;2023;0
SENADOR SALGADO FILHO;janeiro;2023;0
SENADOR SALGADO FILHO;fevereiro;2023;0
SENADOR SALGADO FILHO;marco;2023;0
SENADOR SALGADO FILHO;abril;2023;0
SENADOR SALGADO FILHO;maio;2023;0
SENADOR SALGADO FILHO;junho;2023;0
SENADOR SALGADO FILHO;julho;2023;0
SENADOR SALGADO FILHO;agosto;2023;0
SENADOR SALGADO FILHO;setembro;2023;0
SENADOR SALGADO FILHO;outubro;2023;0
SENADOR SALGADO FILHO;novembro;2023;0
SENADOR SALGADO FILHO;dezembro;2023;0
SENTINELA DO SUL;janeiro;2023;0
SENTINELA DO SUL;fevereiro;2023;0
SENTINELA DO SUL;marco;2023;3
SENTINELA DO SUL;abril;2023;0
SENTINELA DO SUL;maio;2023;0
SENTINELA DO SUL;junho;2023;0
SENTINELA DO SUL;julho;2023;0
SENTINELA DO SUL;agosto;2023;0
SENTINELA DO SUL;setembro;2023;0
SENTINELA DO SUL;outubro;2023;0
SENTINELA DO SUL;novembro;2023;0
SENTINELA DO SUL;dezembro;2023;0
SERAFINA CORREA;janeiro;2023;2
SERAFINA CORREA;fevereiro;2023;0
SERAFINA CORREA;marco;2023;0
SERAFINA CORREA;abril;2023;0
SERAFINA CORREA;maio;2023;0
SERAFINA CORREA;junho;2023;0
SERAFINA CORREA;julho;2023;1
SERAFINA CORREA;agosto;2023;0
SERAFINA CORREA;setembro;2023;0
SERAFINA CORREA;outubro;2023;0
SERAFINA CORREA;novembro;2023;0
SERAFINA CORREA;dezembro;2023;1
SERTAO;janeiro;2023;0
SERTAO;fevereiro;2023;0
SERTAO;marco;2023;0
SERTAO;abril;2023;0
SERTAO;maio;2023;0
SERTAO;junho;2023;0
SERTAO;julho;2023;0
SERTAO;agosto;2023;0
SERTAO;setembro;2023;0
SERTAO;outubro;2023;0
SERTAO;novembro;2023;0
SERTAO;dezembro;2023;0
SERTAO SANTANA;janeiro;2023;0
SERTAO SANTANA;fevereiro;2023;0
SERTAO SANTANA;marco;2023;0
SERTAO SANTANA;abril;2023;0
SERTAO SANTANA;maio;2023;0
SERTAO SANTANA;junho;2023;0
SERTAO SANTANA;julho;2023;0
SERTAO SANTANA;agosto;2023;0
SERTAO SANTANA;setembro;2023;0
SERTAO SANTANA;outubro;2023;2
SERTAO SANTANA;novembro;2023;0
SERTAO SANTANA;dezembro;2023;0
SETE DE SETEMBRO;janeiro;2023;0
SETE DE SETEMBRO;fevereiro;2023;0
SETE DE SETEMBRO;marco;2023;0
SETE DE SETEMBRO;abril;2023;0
SETE DE SETEMBRO;maio;2023;0
SETE DE SETEMBRO;junho;2023;2
SETE DE SETEMBRO;julho;2023;0
SETE DE SETEMBRO;agosto;2023;0
SETE DE SETEMBRO;setembro;2023;0
SETE DE SETEMBRO;outubro;2023;0
SETE DE SETEMBRO;novembro;2023;0
SETE DE SETEMBRO;dezembro;2023;0
SEVERIANO DE ALMEIDA;janeiro;2023;0
SEVERIANO DE ALMEIDA;fevereiro;2023;0
SEVERIANO DE ALMEIDA;marco;2023;0
SEVERIANO DE ALMEIDA;abril;2023;0
SEVERIANO DE ALMEIDA;maio;2023;0
SEVERIANO DE ALMEIDA;junho;2023;0
SEVERIANO DE ALMEIDA;julho;2023;0
SEVERIANO DE ALMEIDA;agosto;2023;0
SEVERIANO DE ALMEIDA;setembro;2023;0
SEVERIANO DE ALMEIDA;outubro;2023;0
SEVERIANO DE ALMEIDA;novembro;2023;0
SEVERIANO DE ALMEIDA;dezembro;2023;0
SILVEIRA MARTINS;janeiro;2023;0
SILVEIRA MARTINS;fevereiro;2023;0
SILVEIRA MARTINS;marco;2023;0
SILVEIRA MARTINS;abril;2023;0
SILVEIRA MARTINS;maio;2023;0
SILVEIRA MARTINS;junho;2023;0
SILVEIRA MARTINS;julho;2023;0
SILVEIRA MARTINS;agosto;2023;0
SILVEIRA MARTINS;setembro;2023;0
SILVEIRA MARTINS;outubro;2023;0
SILVEIRA MARTINS;novembro;2023;0
SILVEIRA MARTINS;dezembro;2023;0
SINIMBU;janeiro;2023;1
SINIMBU;fevereiro;2023;0
SINIMBU;marco;2023;0
SINIMBU;abril;2023;0
SINIMBU;maio;2023;0
SINIMBU;junho;2023;0
SINIMBU;julho;2023;0
SINIMBU;agosto;2023;0
SINIMBU;setembro;2023;0
SINIMBU;outubro;2023;0
SINIMBU;novembro;2023;0
SINIMBU;dezembro;2023;0
SOBRADINHO;janeiro;2023;0
SOBRADINHO;fevereiro;2023;0
SOBRADINHO;marco;2023;0
SOBRADINHO;abril;2023;1
SOBRADINHO;maio;2023;0
SOBRADINHO;junho;2023;1
SOBRADINHO;julho;2023;0
SOBRADINHO;agosto;2023;0
SOBRADINHO;setembro;2023;0
SOBRADINHO;outubro;2023;0
SOBRADINHO;novembro;2023;0
SOBRADINHO;dezembro;2023;0
SOLEDADE;janeiro;2023;0
SOLEDADE;fevereiro;2023;0
SOLEDADE;marco;2023;0
SOLEDADE;abril;2023;0
SOLEDADE;maio;2023;0
SOLEDADE;junho;2023;0
SOLEDADE;julho;2023;1
SOLEDADE;agosto;2023;0
SOLEDADE;setembro;2023;3
SOLEDADE;outubro;2023;2
SOLEDADE;novembro;2023;0
SOLEDADE;dezembro;2023;4
SAO BORJA;janeiro;2023;1
SAO BORJA;fevereiro;2023;1
SAO BORJA;marco;2023;4
SAO BORJA;abril;2023;1
SAO BORJA;maio;2023;0
SAO BORJA;junho;2023;1
SAO BORJA;julho;2023;0
SAO BORJA;agosto;2023;0
SAO BORJA;setembro;2023;0
SAO BORJA;outubro;2023;1
SAO BORJA;novembro;2023;2
SAO BORJA;dezembro;2023;1
SAO DOMINGOS DO SUL;janeiro;2023;0
SAO DOMINGOS DO SUL;fevereiro;2023;0
SAO DOMINGOS DO SUL;marco;2023;0
SAO DOMINGOS DO SUL;abril;2023;0
SAO DOMINGOS DO SUL;maio;2023;0
SAO DOMINGOS DO SUL;junho;2023;0
SAO DOMINGOS DO SUL;julho;2023;0
SAO DOMINGOS DO SUL;agosto;2023;0
SAO DOMINGOS DO SUL;setembro;2023;0
SAO DOMINGOS DO SUL;outubro;2023;0
SAO DOMINGOS DO SUL;novembro;2023;0
SAO DOMINGOS DO SUL;dezembro;2023;0
SAO FRANCISCO DE ASSIS;janeiro;2023;0
SAO FRANCISCO DE ASSIS;fevereiro;2023;1
SAO FRANCISCO DE ASSIS;marco;2023;0
SAO FRANCISCO DE ASSIS;abril;2023;0
SAO FRANCISCO DE ASSIS;maio;2023;0
SAO FRANCISCO DE ASSIS;junho;2023;0
SAO FRANCISCO DE ASSIS;julho;2023;0
SAO FRANCISCO DE ASSIS;agosto;2023;2
SAO FRANCISCO DE ASSIS;setembro;2023;0
SAO FRANCISCO DE ASSIS;outubro;2023;0
SAO FRANCISCO DE ASSIS;novembro;2023;0
SAO FRANCISCO DE ASSIS;dezembro;2023;0
SAO FRANCISCO DE PAULA;janeiro;2023;0
SAO FRANCISCO DE PAULA;fevereiro;2023;0
SAO FRANCISCO DE PAULA;marco;2023;0
SAO FRANCISCO DE PAULA;abril;2023;0
SAO FRANCISCO DE PAULA;maio;2023;0
SAO FRANCISCO DE PAULA;junho;2023;0
SAO FRANCISCO DE PAULA;julho;2023;0
SAO FRANCISCO DE PAULA;agosto;2023;0
SAO FRANCISCO DE PAULA;setembro;2023;0
SAO FRANCISCO DE PAULA;outubro;2023;0
SAO FRANCISCO DE PAULA;novembro;2023;3
SAO FRANCISCO DE PAULA;dezembro;2023;0
SAO GABRIEL;janeiro;2023;2
SAO GABRIEL;fevereiro;2023;1
SAO GABRIEL;marco;2023;1
SAO GABRIEL;abril;2023;2
SAO GABRIEL;maio;2023;0
SAO GABRIEL;junho;2023;0
SAO GABRIEL;julho;2023;0
SAO GABRIEL;agosto;2023;3
SAO GABRIEL;setembro;2023;1
SAO GABRIEL;outubro;2023;0
SAO GABRIEL;novembro;2023;1
SAO GABRIEL;dezembro;2023;6
SAO JERONIMO;janeiro;2023;0
SAO JERONIMO;fevereiro;2023;5
SAO JERONIMO;marco;2023;0
SAO JERONIMO;abril;2023;2
SAO JERONIMO;maio;2023;1
SAO JERONIMO;junho;2023;0
SAO JERONIMO;julho;2023;0
SAO JERONIMO;agosto;2023;0
SAO JERONIMO;setembro;2023;0
SAO JERONIMO;outubro;2023;0
SAO JERONIMO;novembro;2023;1
SAO JERONIMO;dezembro;2023;2
SAO JORGE;janeiro;2023;0
SAO JORGE;fevereiro;2023;0
SAO JORGE;marco;2023;0
SAO JORGE;abril;2023;0
SAO JORGE;maio;2023;0
SAO JORGE;junho;2023;0
SAO JORGE;julho;2023;0
SAO JORGE;agosto;2023;0
SAO JORGE;setembro;2023;0
SAO JORGE;outubro;2023;0
SAO JORGE;novembro;2023;0
SAO JORGE;dezembro;2023;0
SAO JOSE DAS MISSOES;janeiro;2023;0
SAO JOSE DAS MISSOES;fevereiro;2023;0
SAO JOSE DAS MISSOES;marco;2023;0
SAO JOSE DAS MISSOES;abril;2023;0
SAO JOSE DAS MISSOES;maio;2023;0
SAO JOSE DAS MISSOES;junho;2023;0
SAO JOSE DAS MISSOES;julho;2023;0
SAO JOSE DAS MISSOES;agosto;2023;0
SAO JOSE DAS MISSOES;setembro;2023;0
SAO JOSE DAS MISSOES;outubro;2023;0
SAO JOSE DAS MISSOES;novembro;2023;0
SAO JOSE DAS MISSOES;dezembro;2023;0
SAO JOSE DO HERVAL;janeiro;2023;0
SAO JOSE DO HERVAL;fevereiro;2023;2
SAO JOSE DO HERVAL;marco;2023;0
SAO JOSE DO HERVAL;abril;2023;0
SAO JOSE DO HERVAL;maio;2023;0
SAO JOSE DO HERVAL;junho;2023;0
SAO JOSE DO HERVAL;julho;2023;0
SAO JOSE DO HERVAL;agosto;2023;0
SAO JOSE DO HERVAL;setembro;2023;0
SAO JOSE DO HERVAL;outubro;2023;0
SAO JOSE DO HERVAL;novembro;2023;0
SAO JOSE DO HERVAL;dezembro;2023;0
SAO JOSE DO HORTENCIO;janeiro;2023;0
SAO JOSE DO HORTENCIO;fevereiro;2023;0
SAO JOSE DO HORTENCIO;marco;2023;0
SAO JOSE DO HORTENCIO;abril;2023;0
SAO JOSE DO HORTENCIO;maio;2023;0
SAO JOSE DO HORTENCIO;junho;2023;0
SAO JOSE DO HORTENCIO;julho;2023;0
SAO JOSE DO HORTENCIO;agosto;2023;0
SAO JOSE DO HORTENCIO;setembro;2023;0
SAO JOSE DO HORTENCIO;outubro;2023;0
SAO JOSE DO HORTENCIO;novembro;2023;0
SAO JOSE DO HORTENCIO;dezembro;2023;0
SAO JOSE DO INHACORA;janeiro;2023;0
SAO JOSE DO INHACORA;fevereiro;2023;0
SAO JOSE DO INHACORA;marco;2023;0
SAO JOSE DO INHACORA;abril;2023;0
SAO JOSE DO INHACORA;maio;2023;0
SAO JOSE DO INHACORA;junho;2023;0
SAO JOSE DO INHACORA;julho;2023;0
SAO JOSE DO INHACORA;agosto;2023;0
SAO JOSE DO INHACORA;setembro;2023;0
SAO JOSE DO INHACORA;outubro;2023;0
SAO JOSE DO INHACORA;novembro;2023;0
SAO JOSE DO INHACORA;dezembro;2023;0
SAO JOSE DO NORTE;janeiro;2023;0
SAO JOSE DO NORTE;fevereiro;2023;1
SAO JOSE DO NORTE;marco;2023;0
SAO JOSE DO NORTE;abril;2023;0
SAO JOSE DO NORTE;maio;2023;0
SAO JOSE DO NORTE;junho;2023;0
SAO JOSE DO NORTE;julho;2023;0
SAO JOSE DO NORTE;agosto;2023;0
SAO JOSE DO NORTE;setembro;2023;0
SAO JOSE DO NORTE;outubro;2023;0
SAO JOSE DO NORTE;novembro;2023;0
SAO JOSE DO NORTE;dezembro;2023;3
SAO JOSE DO OURO;janeiro;2023;0
SAO JOSE DO OURO;fevereiro;2023;0
SAO JOSE DO OURO;marco;2023;1
SAO JOSE DO OURO;abril;2023;0
SAO JOSE DO OURO;maio;2023;0
SAO JOSE DO OURO;junho;2023;0
SAO JOSE DO OURO;julho;2023;0
SAO JOSE DO OURO;agosto;2023;0
SAO JOSE DO OURO;setembro;2023;0
SAO JOSE DO OURO;outubro;2023;0
SAO JOSE DO OURO;novembro;2023;0
SAO JOSE DO OURO;dezembro;2023;0
SAO JOSE DO SUL;janeiro;2023;0
SAO JOSE DO SUL;fevereiro;2023;0
SAO JOSE DO SUL;marco;2023;0
SAO JOSE DO SUL;abril;2023;0
SAO JOSE DO SUL;maio;2023;0
SAO JOSE DO SUL;junho;2023;0
SAO JOSE DO SUL;julho;2023;0
SAO JOSE DO SUL;agosto;2023;0
SAO JOSE DO SUL;setembro;2023;0
SAO JOSE DO SUL;outubro;2023;0
SAO JOSE DO SUL;novembro;2023;0
SAO JOSE DO SUL;dezembro;2023;0
SAO JOSE DOS AUSENTES;janeiro;2023;0
